"Months.On.Production","API","Product.per.day..normalized.Oil","Product.per.day..normalized.Gas"
5,"4225534351",112.1,343.8
6,"4225534351",102.8,306.9
1,"4225534388",983.2,2970
2,"4225534388",712.2,1549.1
3,"4225534388",453.8,835.4
4,"4225534388",371.1,789.7
5,"4225534388",249.3,837
6,"4225534388",263.7,700.8
1,"4225534387",123.8,362.8
2,"4225534387",615,1333.9
3,"4225534387",392.3,725.2
4,"4225534387",321.2,691
5,"4225534387",216,738.4
6,"4225534387",228.8,623.3
1,"4225534386",320,1000.1
2,"4225534386",588.7,1351.6
3,"4225534386",378.4,740.6
4,"4225534386",312.2,711.3
5,"4225534386",211.6,766
6,"4225534386",225.9,651.8
1,"4225533556",433.1,1036.5
2,"4225533556",662.6,1457.1
3,"4225533556",576.4,1614.9
4,"4225533556",564.2,1885.6
5,"4225533556",469.8,1447.6
6,"4225533556",451.2,1536.1
1,"4225533149",55.2,109.2
2,"4225533149",534.2,1340
3,"4225533149",831.3,1877.1
4,"4225533149",735.7,2072.8
5,"4225533149",732.8,2411.3
6,"4225533149",620.4,1844.6
1,"4225532292",705.1,1279.7
2,"4225532292",989.8,1895.8
3,"4225532292",781.3,1321.2
4,"4225532292",669.2,1115.4
5,"4225532292",627.4,872.5
6,"4225532292",525,689.1
1,"4225532289",755.5,1077
2,"4225532289",1062.7,1700.1
3,"4225532289",840.5,1263.8
4,"4225532289",721.4,1137
5,"4225532289",677.5,947.6
6,"4225532289",568.1,797.6
1,"4205133784",190.1,45.9
2,"4205133784",256.3,73.1
3,"4205133784",234.2,74.1
4,"4205133784",165.1,46.3
5,"4205133784",121.2,55
6,"4205133784",97.8,29
1,"4217733787",125.3,465.4
2,"4217733787",1030.7,2495.1
3,"4217733787",538.5,1425.9
4,"4217733787",659.9,1506.8
5,"4217733787",310.7,737.1
6,"4217733787",442,649.8
1,"4217733786",161.3,488.4
2,"4217733786",1339.9,2650.9
3,"4217733786",694.3,1515
4,"4217733786",843.8,1600.8
5,"4217733786",395.6,782.1
6,"4217733786",562.6,688.6
1,"4217733274",1149.9,1069.1
2,"4217733274",1434.1,1776.2
3,"4217733274",1110.9,1442.5
4,"4217733274",853.3,1198
5,"4217733274",785.6,1201.9
6,"4217733274",541.3,1138.4
1,"4217733241",1301.4,1569.3
2,"4217733241",1022.4,1213
3,"4217733241",796.6,958.1
4,"4217733241",743.8,914.8
5,"4217733241",759.3,824.7
6,"4217733241",682.1,742.6
1,"4217733242",1266.1,1534
2,"4217733242",905.1,1114.1
3,"4217733242",640.6,825.9
4,"4217733242",544.1,740.8
5,"4217733242",423.4,627.5
6,"4217733242",348.7,530.9
1,"4217732442",318.1,149.8
2,"4217732442",1295.6,1120.2
3,"4217732442",676.6,695.1
4,"4217732442",446.1,460.5
5,"4217732442",302.7,348
6,"4217732442",229.1,240.6
1,"4217732423",376.7,220
2,"4217732423",1548.4,1660
3,"4217732423",852.5,1085.3
4,"4217732423",593.1,758.3
5,"4217732423",424.4,603.7
6,"4217732423",338.6,439.7
1,"4217732646",189.8,270.7
2,"4217732646",820.7,933.9
3,"4217732646",958,1252.2
4,"4217732646",611.7,814.9
5,"4217732646",499,698.6
6,"4217732646",221,294.5
1,"4217732644",187.8,267.2
2,"4217732644",782.2,880.8
3,"4217732644",827.2,1047.7
4,"4217732644",478.7,605
5,"4217732644",353.3,459.3
6,"4217732644",141.7,171.8
1,"4217732495",119.2,216
2,"4217732495",289.6,776.5
3,"4217732495",180.3,444.1
4,"4217732495",142.1,270.8
5,"4217732495",115,188.5
6,"4217732495",103.8,120.1
1,"4217732525",384.1,242.5
2,"4217732525",788.7,854.3
3,"4217732525",414.9,478.9
4,"4217732525",275.6,286.1
5,"4217732525",188.4,195.2
6,"4217732525",143.6,121.9
1,"4217732866",182.4,233
2,"4217732866",786.2,851.9
3,"4217732866",872.9,1028.1
4,"4217732866",763.1,846.7
5,"4217732866",609.7,813.4
6,"4217732866",510.1,680.2
1,"4217732628",194.2,261.5
2,"4217732628",811.9,933.6
3,"4217732628",816.4,1044.2
4,"4217732628",646.6,797.3
5,"4217732628",467.3,709
6,"4217732628",355.1,550.8
1,"4217732606",8.2,20
2,"4217732606",1202.9,1419.2
3,"4217732606",1646.2,2025.1
4,"4217732606",1180.6,1531.2
5,"4217732606",1076.2,1317.5
6,"4217732606",644.4,860.8
1,"4217732545",5.2,20
2,"4217732545",764.3,1094.8
3,"4217732545",1055.2,1586
4,"4217732545",763.2,1216.4
5,"4217732545",701.5,1061.8
6,"4217732545",423.8,704.1
1,"4225535180",597.3,573.3
2,"4225535180",934.2,960.1
3,"4225535180",980.4,773.3
4,"4225535180",480.5,523.6
5,"4225535180",283.2,292.5
6,"4225535180",289.9,332.1
1,"4225535179",628.4,681.1
2,"4225535179",1078.4,1167
3,"4225535179",740.3,878.9
4,"4225535179",560.7,749.2
5,"4225535179",420.5,677.7
6,"4225535179",337.3,532
1,"4225535140",692.9,685.5
2,"4225535140",813.5,886.1
3,"4225535140",492.1,698.7
4,"4225535140",461.4,653.6
5,"4225535140",378.9,599.1
6,"4225535140",280.7,474.5
1,"4225535139",445,433.8
2,"4225535139",631.2,553.6
3,"4225535139",357.1,369.1
4,"4225535139",274.7,301.9
5,"4225535139",266.7,272.6
6,"4225535139",200.5,230.1
1,"4225535138",599.4,684.1
2,"4225535138",768,1163.4
3,"4225535138",624.3,992.4
4,"4225535138",710.8,802.3
5,"4225535138",436.5,730.5
6,"4225535138",246.9,598.4
1,"4225534149",1317.3,1527.2
2,"4225534149",1135.5,1169.2
3,"4225534149",658.2,685.7
4,"4225534149",507.2,513.7
5,"4225534149",468.5,441.8
6,"4225534149",443.1,373.4
1,"4225534148",470.2,719
2,"4225534148",825.1,1240.5
3,"4225534148",506.1,1012.2
4,"4225534148",412.4,1049.6
5,"4225534148",402.8,1249
6,"4225534148",402.8,1461.3
1,"4225534156",1783.7,2385
2,"4225534156",892.3,1106.6
3,"4225534156",529.3,727.4
4,"4225534156",417.3,609.7
5,"4225534156",394.4,586.6
6,"4225534156",381.6,554.7
1,"4225534155",457,584.6
2,"4225534155",676,1016.1
3,"4225534155",512.1,717.9
4,"4225534155",465.1,582.5
5,"4225534155",432.4,464.3
6,"4225534155",343.2,334.8
1,"4225534154",920.3,1151.3
2,"4225534154",543.9,508.3
3,"4225534154",427.3,287.8
4,"4225534154",402.3,187.4
5,"4225534154",387.8,119.7
6,"4225534154",319.2,69.3
1,"4225534130",206.6,310.6
2,"4225534130",356.7,633.5
3,"4225534130",335.6,621.3
4,"4225534130",323.2,599
5,"4225534130",265.7,522
6,"4225534130",237.3,472.3
1,"4225534132",396.9,38.8
2,"4225534132",541.8,31.7
3,"4225534132",398.8,20
4,"4225534132",352,20
5,"4225534132",317.9,20
6,"4225534132",245.2,20
1,"4225534131",440.4,357.9
2,"4225534131",397.4,384.7
3,"4225534131",357,319.8
4,"4225534131",328.3,261.3
5,"4225534131",257.8,193
6,"4225534131",219.7,147.6
1,"4225531933",100.3,20
2,"4225531933",71.4,32.6
3,"4225531933",470.2,65
4,"4225531933",536.6,211.3
5,"4225531933",513.7,273.7
6,"4225531933",451.8,279.5
1,"4225531934",298.5,43.1
2,"4225531934",732.5,289.9
3,"4225531934",696.3,375.3
4,"4225531934",608.1,383.4
5,"4225531934",556.5,401.7
6,"4225531934",405.5,253
1,"4217733326",24.8,124.5
2,"4217733326",259.6,580.8
3,"4217733326",488.8,706.4
4,"4217733326",364.5,602.6
5,"4217733326",281.1,482.6
6,"4217733326",216.2,418.5
1,"4217733324",249.6,547.6
2,"4217733324",464.2,662.2
3,"4217733324",342.1,562
4,"4217733324",260.9,447.7
5,"4217733324",198.3,386.1
6,"4217733324",152.2,314.1
1,"4217733323",231.6,534.1
2,"4217733323",448.3,663.6
3,"4217733323",343.4,577.9
4,"4217733323",271.9,472.4
5,"4217733323",215,418.3
6,"4217733323",166.3,345
1,"4217733115",633.5,913.3
2,"4217733115",763.7,1235.2
3,"4217733115",486,872.1
4,"4217733115",395.1,827.9
5,"4217733115",320,746.9
6,"4217733115",125.4,656
1,"4217733111",705.9,1005
2,"4217733111",795.7,1146.4
3,"4217733111",496.9,710.3
4,"4217733111",395.1,630.7
5,"4217733111",320,569
6,"4217733111",125.4,407.5
1,"4217733112",762.3,1180.8
2,"4217733112",816.5,1283.5
3,"4217733112",508.7,797.2
4,"4217733112",499.1,708.7
5,"4217733112",404,639.4
6,"4217733112",549,669.4
1,"4217732939",408.5,20
2,"4217732939",709.6,714.6
3,"4217732939",675.9,792.2
4,"4217732939",466.4,627.2
5,"4217732939",481.8,630.7
6,"4217732939",390.1,569
1,"4217732947",793.5,20
2,"4217732947",632.5,776
3,"4217732947",555.5,741.6
4,"4217732947",354.5,509.2
5,"4217732947",352.1,476.6
6,"4217732947",285.1,430
1,"4217732937",627.2,20
2,"4217732937",521.9,723.5
3,"4217732937",478.7,719
4,"4217732937",318.6,512.6
5,"4217732937",323.3,488.9
6,"4217732937",261.7,441.1
1,"4201334818",745.7,333.4
2,"4201334818",591,314.7
3,"4201334818",400.5,227.7
4,"4201334818",370.1,193.4
5,"4201334818",387.1,203
6,"4201334818",348.7,198.1
1,"4201334806",2,20
2,"4201334806",2,20
3,"4201334806",2,20
4,"4201334806",2,20
5,"4201334806",2,20
6,"4201334806",2,20
1,"4225532046",222.4,228.6
2,"4225532046",285.3,367.7
3,"4225532046",216.3,236.4
4,"4225532046",173,195.4
5,"4225532046",136.8,170.8
6,"4225532046",134.8,164.9
1,"4225531869",452.6,20
2,"4225531869",440.5,188.1
3,"4225531869",321.8,509.8
4,"4225531869",247.7,407.7
5,"4225531869",138.6,169.5
6,"4225531869",185.2,289.6
1,"4225534319",366.7,357.2
2,"4225534319",569.9,640.5
3,"4225534319",483.4,418.4
4,"4225534319",413.3,439.4
5,"4225534319",352.4,376.4
6,"4225534319",309.3,305.9
1,"4204132052",23.6,832.5
2,"4204132052",52.4,1880.4
3,"4204132052",41.3,1623.1
4,"4204132052",38.5,1342.5
5,"4204132052",19.1,1152.1
6,"4204132052",22.4,850.4
1,"4201335246",2,20
2,"4201335246",2,20
3,"4201335246",2,20
4,"4201335246",363.7,149.3
5,"4201335246",376.4,156.6
6,"4201335246",314.8,168.8
1,"4201335245",2,20
2,"4201335245",2,20
3,"4201335245",2,20
4,"4201335245",354.5,144.1
5,"4201335245",371.5,151.2
6,"4201335245",314.7,163
1,"4201334987",87.7,38.5
2,"4201334987",181.8,186.9
3,"4201334987",272.9,141.5
4,"4201334987",229.8,150.8
5,"4201334987",266.2,201.8
6,"4201334987",149.4,130.4
1,"4225533880",85.7,73
2,"4225533880",28.2,20.1
3,"4225533880",15.6,20
4,"4225533880",6.5,20
5,"4225533880",27.8,28.8
6,"4225533880",16.5,20
1,"4225533871",11.1,20
2,"4225533871",34.1,22.9
3,"4225533871",15.5,20
4,"4225533871",5.4,20
5,"4225533871",18.8,22.9
6,"4225533871",10.1,20
1,"4225533870",19.8,20
2,"4225533870",14.1,20
3,"4225533870",3.5,20
4,"4225533870",9.1,20
5,"4225533870",3.9,20
6,"4225533870",97.5,64.2
1,"4225533868",16.9,20
2,"4225533868",12.8,20
3,"4225533868",5.6,20
4,"4225533868",25.1,26.1
5,"4225533868",15.1,20
6,"4225533868",323.9,661.7
1,"4225533869",19.4,20
2,"4225533869",15.1,20
3,"4225533869",5.9,20
4,"4225533869",23.2,20
5,"4225533869",12.8,20
6,"4225533869",271.5,294.6
1,"4225531844",327.1,339.2
2,"4225531844",668.8,757.9
3,"4225531844",476.8,852.9
4,"4225531844",426.8,513.4
5,"4225531844",449.7,491.8
6,"4225531844",434.5,656.7
1,"4225534716",297,747
2,"4225534716",264.5,696.5
3,"4225534716",246.4,686.1
4,"4225534716",234,611.7
5,"4225534716",262,731.1
6,"4225534716",78.4,200.1
1,"4225534715",910.1,1402.5
2,"4225534715",867.5,1484.8
3,"4225534715",759.4,1312.8
4,"4225534715",704.1,1219.3
5,"4225534715",492.4,715.2
6,"4225534715",398.7,596.8
1,"4225534722",971.9,1615.7
2,"4225534722",856.4,1743.5
3,"4225534722",693.9,1571
4,"4225534722",595.5,1486.8
5,"4225534722",405.8,918.8
6,"4225534722",350.1,855
1,"4225533883",524.1,747.5
2,"4225533883",412.7,618.6
3,"4225533883",343.1,555.4
4,"4225533883",306.2,554.5
5,"4225533883",230.8,467.1
6,"4225533883",161.9,314.7
1,"4225533882",1244.3,1229.6
2,"4225533882",932.4,1243.4
3,"4225533882",635.5,817.2
4,"4225533882",556.6,719.5
5,"4225533882",523.2,704.8
6,"4225533882",416.1,581.9
1,"4225533881",372.7,538.5
2,"4225533881",397.5,599.7
3,"4225533881",326.8,518.3
4,"4225533881",288.4,498.4
5,"4225533881",214.7,403.7
6,"4225533881",148.9,261.6
1,"4225531845",116.1,20
2,"4225531845",577.3,478.9
3,"4225531845",759.9,953.8
4,"4225531845",705.2,654
5,"4225531845",686.7,593.8
6,"4225531845",556.6,667.6
1,"4229735020",40.2,2485.2
2,"4229735020",16.4,3526
3,"4229735020",27.2,3262.4
4,"4229735020",9.4,2477.4
5,"4229735020",16.2,2232.1
6,"4229735020",10.3,1852.3
1,"4229734941",53.4,20
2,"4229734941",2,20
3,"4229734941",476.5,769.9
4,"4229734941",758.8,1360.5
5,"4229734941",809.4,1778.2
6,"4229734941",692.1,1884.4
1,"4228533867",57.4,194.2
2,"4228533867",769.8,2375.1
3,"4228533867",482.1,1100
4,"4228533867",344.8,1028.7
5,"4228533867",294.3,700.4
6,"4228533867",221,650.5
1,"4228533866",45.2,175.7
2,"4228533866",608.4,2168
3,"4228533866",397.8,1112.4
4,"4228533866",297,1152
5,"4228533866",265,871.8
6,"4228533866",208,899.9
1,"4228533687",163.7,419.8
2,"4228533687",462.1,1189.9
3,"4228533687",280.4,740.5
4,"4228533687",270.1,669.7
5,"4228533687",211.3,553.9
6,"4228533687",173,488.5
1,"4225532163",174.4,1214.6
2,"4225532163",179.1,1142.3
3,"4225532163",160,1036.7
4,"4225532163",141.4,927.5
5,"4225532163",128.6,835.7
6,"4225532163",112.8,736.7
1,"4225534459",508.1,2056.6
2,"4225534459",742.7,3199.6
3,"4225534459",655.1,2848.9
4,"4225534459",589.4,2561.6
5,"4225534459",514.4,2214.6
6,"4225534459",418.2,1814.6
1,"4225534458",425.9,2037.5
2,"4225534458",383.3,2136
3,"4225534458",224.5,1288.7
4,"4225534458",195.3,1147.8
5,"4225534458",165.1,989.2
6,"4225534458",201.4,1114.8
1,"4225534457",567.7,2448.3
2,"4225534457",746.9,3475.1
3,"4225534457",615.5,2905.3
4,"4225534457",478.8,2197.6
5,"4225534457",429.7,1978.1
6,"4225534457",220.6,992.7
1,"4225532178",40.2,263.6
2,"4225532178",527.5,2288.2
3,"4225532178",516.4,2303.1
4,"4225532178",452.1,2023.5
5,"4225532178",459.6,2064.1
6,"4225532178",393.4,1741.6
1,"4225531679",2,65.4
2,"4225531679",82.3,689.7
3,"4225531679",2,20
4,"4225531679",190.9,1417.7
5,"4225531679",798,4509.8
6,"4225531679",542.7,2546.9
1,"4204132242",238.5,20
2,"4204132242",161.5,20
3,"4204132242",138,25.8
4,"4204132242",95.7,46.3
5,"4204132242",63.1,22
6,"4204132242",61.5,29.5
1,"4228333867",271.5,96.6
2,"4228333867",335.4,127.6
3,"4228333867",348.6,144.9
4,"4228333867",141.3,50.4
5,"4228333867",224,68.2
6,"4228333867",348.7,175.9
1,"4228333850",262.1,90.3
2,"4228333850",388.5,162
3,"4228333850",437.4,210.1
4,"4228333850",202.1,90.5
5,"4228333850",406.3,192.8
6,"4228333850",358.5,230.5
1,"4225533678",14.1,20
2,"4225533678",233.8,20
3,"4225533678",661,414.1
4,"4225533678",593.7,439.6
5,"4225533678",567.3,441.9
6,"4225533678",474.5,363.9
1,"4225533501",14,20
2,"4225533501",231,20
3,"4225533501",648.9,251.7
4,"4225533501",579.1,267.2
5,"4225533501",549.6,268.6
6,"4225533501",456.8,221.2
1,"4225531964",25.5,21.9
2,"4225531964",535,416.1
3,"4225531964",324,371.5
4,"4225531964",236.9,299.9
5,"4225531964",194,246.8
6,"4225531964",165.1,213.1
1,"4225531963",41.7,42.5
2,"4225531963",872.4,808.4
3,"4225531963",523.5,725.6
4,"4225531963",379.2,589.1
5,"4225531963",307.7,487.6
6,"4225531963",259.5,423.5
1,"4228333955",173.2,70.4
2,"4228333955",392.9,180.2
3,"4228333955",420.1,217.8
4,"4228333955",259.6,141.9
5,"4228333955",297.4,218
6,"4228333955",290,270.3
1,"4228333859",122.6,40.4
2,"4228333859",348.4,123.1
3,"4228333859",361.9,145.4
4,"4228333859",217.2,92.5
5,"4228333859",270.4,106.3
6,"4228333859",264.5,131.5
1,"4228333858",316.8,125.2
2,"4228333858",331.1,151.1
3,"4228333858",199.9,98.3
4,"4228333858",250.4,115.2
5,"4228333858",246.3,145.6
6,"4228333858",241.9,180
1,"4228333964",135.5,40.5
2,"4228333964",400.2,128.3
3,"4228333964",418.3,152.5
4,"4228333964",252.5,97.6
5,"4228333964",316.4,112.9
6,"4228333964",311.3,140.5
1,"4228333630",154.4,48.3
2,"4228333630",337.6,123.7
3,"4228333630",347.8,149.4
4,"4228333630",207,97.4
5,"4228333630",256.4,116.9
6,"4228333630",252.5,138.3
1,"4204132059",15.9,1223.9
2,"4204132059",11.5,968.1
3,"4204132059",2.2,367.4
4,"4204132059",2.5,348.2
5,"4204132059",2.9,222.5
6,"4204132059",2.4,192.3
1,"4217733860",10.8,20
2,"4217733860",7.2,20
3,"4217733860",171.6,64.8
4,"4217733860",162.6,86.6
5,"4217733860",110.4,65.2
6,"4217733860",92.2,41.1
1,"4231136350",376.5,321.5
2,"4231136350",311.3,306.9
3,"4231136350",246.3,251.3
4,"4231136350",206.4,217.8
5,"4231136350",205.2,231.8
6,"4231136350",194.9,300.4
1,"4231136351",313.1,281.6
2,"4231136351",261.8,268.8
3,"4231136351",222.5,220
4,"4231136351",200.6,190.8
5,"4231136351",217,234.3
6,"4231136351",208.9,273.6
1,"4231136349",314,273.2
2,"4231136349",260.3,260.7
3,"4231136349",208.1,213.5
4,"4231136349",176.1,185.1
5,"4231136349",176.9,197
6,"4231136349",169,192.5
1,"4231136096",256.4,225.9
2,"4231136096",391.8,387
3,"4231136096",349.6,367.8
4,"4231136096",247.7,265
5,"4231136096",262.9,258.4
6,"4231136096",225.8,462.3
1,"4231136095",307.7,294.3
2,"4231136095",526.5,574
3,"4231136095",421.6,470.3
4,"4231136095",330.7,331.5
5,"4231136095",274,263.2
6,"4231136095",243.3,243.5
1,"4231136578",358.4,482.5
2,"4231136578",548.8,547.8
3,"4231136578",556.3,692.1
4,"4231136578",443.1,650.3
5,"4231136578",368.3,653
6,"4231136578",294.1,739.9
1,"4231135503",13.8,23.2
2,"4231135503",2,20
3,"4231135503",2,20
4,"4231135503",2,20
5,"4231135503",2,20
6,"4231135503",2,20
1,"4231135504",10.5,20
2,"4231135504",12.7,20
3,"4231135504",2,20
4,"4231135504",2,20
5,"4231135504",2,20
6,"4231135504",2,20
1,"4231135502",13.3,20
2,"4231135502",2,20
3,"4231135502",2,20
4,"4231135502",2,20
5,"4231135502",2,20
6,"4231135502",2,20
1,"4231135501",394.2,382.2
2,"4231135501",159.3,136.2
3,"4231135501",303.8,180.5
4,"4231135501",344.8,212.8
5,"4231135501",363.9,289.7
6,"4231135501",296.1,270
1,"4231135876",197.5,241.8
2,"4231135876",503,540.8
3,"4231135876",478.9,520.1
4,"4231135876",486.2,403.8
5,"4231135876",301.7,229
6,"4231135876",205,176.8
1,"4231135888",253.8,262.3
2,"4231135888",515.4,466.8
3,"4231135888",484.4,468.5
4,"4231135888",485.1,380.3
5,"4231135888",297,225.5
6,"4231135888",199.1,182
1,"4231135874",231,304.6
2,"4231135874",540.4,641.9
3,"4231135874",584.8,762.3
4,"4231135874",678,736.5
5,"4231135874",480.4,519.8
6,"4231135874",372.8,499.5
1,"4231135875",307.6,221.3
2,"4231135875",263.9,235.4
3,"4231135875",198.9,232.4
4,"4231135875",178.5,309.5
5,"4231135875",106.9,210.5
6,"4231135875",112.2,20
1,"4231136204",242,447.4
2,"4231136204",198.4,442.8
3,"4231136204",141.5,342.4
1,"4231136185",167,277.3
2,"4231136185",148.7,289.4
3,"4231136185",106.9,224.1
1,"4231135500",34.5,50
2,"4231135500",247.6,237.4
3,"4231135500",271.1,247.6
4,"4231135500",275.9,298.4
5,"4231135500",216.5,245.5
6,"4231135500",171.2,208.3
1,"4231135499",42.5,45.2
2,"4231135499",476.5,348.7
3,"4231135499",496.9,383.5
4,"4231135499",481.7,487
5,"4231135499",359.7,422.8
6,"4231135499",270.8,378.1
1,"4231135498",130,185.9
2,"4231135498",564.4,551.3
3,"4231135498",572.8,586.1
4,"4231135498",540.5,719.3
5,"4231135498",392.6,603.3
6,"4231135498",287.7,521.4
1,"4231135497",127.5,168.9
2,"4231135497",551.4,490.4
3,"4231135497",551.9,484.9
4,"4231135497",513.7,553.8
5,"4231135497",368,431.6
6,"4231135497",265.9,347.1
1,"4212737252",571.5,434.8
2,"4212737252",474.7,505.7
3,"4212737252",355.4,426.7
4,"4212737252",273.6,369.6
5,"4212737252",398.7,1185.9
6,"4212737252",338.1,2166.9
1,"4212737251",690.9,281.1
2,"4212737251",578.5,295.2
3,"4212737251",453.4,232.5
4,"4212737251",365.9,187.6
5,"4212737251",529.3,260.8
6,"4212737251",386.8,425.4
1,"4212737250",697.3,491.6
2,"4212737250",585.6,411.2
3,"4212737250",460.4,255.9
4,"4212737250",372.6,162.5
5,"4212737250",543.1,191.6
6,"4212737250",404.5,310.9
1,"4217733125",2,20
2,"4217733125",1110.2,468.6
3,"4217733125",758.3,316.1
4,"4217733125",557.3,239.1
5,"4217733125",437.5,215.3
6,"4217733125",357.8,170.7
1,"4228333833",365.9,196.9
2,"4228333833",711.3,541.4
3,"4228333833",492.6,463.4
4,"4228333833",429.3,311.2
5,"4228333833",474.5,576.5
6,"4228333833",329.5,456.9
1,"4228333706",940.5,1025.7
2,"4228333706",874.7,1528.7
3,"4228333706",546.4,1343.5
4,"4228333706",167.3,276.8
5,"4228333706",355.6,690.9
6,"4228333706",269,537.7
1,"4228336051",1215.8,882.5
2,"4228336051",770.4,580.6
3,"4228336051",553.6,463.6
4,"4228336051",569.5,658.2
5,"4228336051",531.9,746.2
6,"4228336051",329.9,579.3
1,"4228336050",1835,1564.9
2,"4228336050",1017.4,970.4
3,"4228336050",718,713.5
4,"4228336050",673.7,1160.2
5,"4228336050",511.4,1183.6
6,"4228336050",371.7,819.2
1,"4228336049",1764.8,1594.8
2,"4228336049",1287,1239
3,"4228336049",833.7,913.6
4,"4228336049",801.3,1685.7
5,"4228336049",535.3,1328.1
6,"4228336049",395.1,948.6
1,"4228336048",1907.3,2171.4
2,"4228336048",1442.2,1653.6
3,"4228336048",1125.6,1396.4
4,"4228336048",865.2,1369.8
5,"4228336048",664.4,1215.1
6,"4228336048",559.5,1037.8
1,"4228336041",404.2,282.2
2,"4228336041",1004.3,749.2
3,"4228336041",641.5,492.9
4,"4228336041",440.9,421.5
5,"4228336041",413.1,424.4
6,"4228336041",467.6,606.6
1,"4228336037",588.3,438
2,"4228336037",1370.5,1132.4
3,"4228336037",723.6,656.5
4,"4228336037",433.3,409
5,"4228336037",535.2,750.3
6,"4228336037",472.8,1233.2
1,"4228336036",692.2,542.4
2,"4228336036",1806.1,1661
3,"4228336036",953.5,1005.8
4,"4228336036",722.6,866.9
5,"4228336036",717.3,1739.6
6,"4228336036",518.3,1361.5
1,"4228336035",660.2,614.8
2,"4228336035",2168.2,2343.1
3,"4228336035",1377.9,1650.8
4,"4228336035",1051,1320.3
5,"4228336035",810.3,1632.1
6,"4228336035",577.7,1248.2
1,"4228333173",304.3,540.1
2,"4228333173",357.8,717.6
3,"4228333173",327,829.5
4,"4228333173",223.9,688.5
5,"4228333173",179.4,634.2
6,"4228333173",142.5,490.4
1,"4217733133",29.5,20
2,"4217733133",1003.5,446.6
3,"4217733133",427.8,212.2
4,"4217733133",336.8,140.2
5,"4217733133",310,139.9
6,"4217733133",259.6,158.9
1,"4217733124",24.2,20
2,"4217733124",821.3,364.4
3,"4217733124",355.9,176
4,"4217733124",285.1,118.2
5,"4217733124",266.9,119.8
6,"4217733124",259.6,138.4
1,"4217732804",14.8,20
2,"4217732804",186,90.2
3,"4217732804",214.5,145.9
4,"4217732804",253.5,108.5
5,"4217732804",235.6,119.6
6,"4217732804",244.7,107.2
1,"4217732704",41.4,20
2,"4217732704",485.6,169.2
3,"4217732704",485.4,197.1
4,"4217732704",344.3,136.2
5,"4217732704",295,114.3
6,"4217732704",366.8,140.9
1,"4228335048",2,1625.4
2,"4228335048",2,4503.9
3,"4228335048",2,6124.6
4,"4228335048",2,5706.4
5,"4228335048",2,5325.3
6,"4228335048",2,5026.4
1,"4228335047",2,1624.1
2,"4228335047",2.6,4851.7
3,"4228335047",2,6271.6
4,"4228335047",2,5792.1
5,"4228335047",2,5341.8
6,"4228335047",2,5048.6
1,"4228335046",2,1882.9
2,"4228335046",4.3,5411.1
3,"4228335046",2.4,6577.9
4,"4228335046",2.4,6007.3
5,"4228335046",2,5553.7
6,"4228335046",2,5274.2
1,"4228335049",6.1,7243.4
2,"4228335049",10.5,9779.6
3,"4228335049",5.7,8514.4
4,"4228335049",3.2,7229.1
5,"4228335049",2,6293.4
6,"4228335049",2,5547.2
1,"4228335043",4.5,4092.7
2,"4228335043",11.8,6265.8
3,"4228335043",9.5,4744.6
4,"4228335043",9.1,4828.3
5,"4228335043",11.7,4482.4
6,"4228335043",10.8,4206.6
1,"4228333544",2,800.6
2,"4228333544",2.5,2721.3
3,"4228333544",4.4,5380.3
4,"4228333544",3.6,4170.9
5,"4228333544",3.7,3736.9
6,"4228333544",2,2985.8
1,"4228333422",2,637.5
2,"4228333422",4.8,2183.3
3,"4228333422",11.7,5378
4,"4228333422",2.1,4374
5,"4228333422",4.6,3222.2
6,"4228333422",2,2824.8
1,"4228333541",2,408
2,"4228333541",2,20
3,"4228333541",2.7,2917
4,"4228333541",3.2,3992.2
5,"4228333541",4.3,4607.8
6,"4228333541",3.9,4409.5
1,"4228333420",2,535.1
2,"4228333420",2,2331.4
3,"4228333420",2,5177.1
4,"4228333420",2,4414.2
5,"4228333420",2,3138.2
6,"4228333420",2,2645.2
1,"4228333421",2,519.8
2,"4228333421",3.5,2098.2
3,"4228333421",4.3,5363.9
4,"4228333421",2,4291.3
5,"4228333421",3.5,3087.6
6,"4228333421",2,2690.1
1,"4228335763",2,7483.1
2,"4228335763",5.5,8897.4
3,"4228335763",3.7,7779.2
4,"4228335763",2,7776.9
5,"4228335763",2,6519.9
6,"4228335763",2,5358.4
1,"4228335762",4.4,7525.7
2,"4228335762",9.1,9257.1
3,"4228335762",2.5,7907.2
4,"4228335762",2,8396.8
5,"4228335762",2,7449.5
6,"4228335762",2,6096.5
1,"4228335042",4.7,3566.2
2,"4228335042",6,5776
3,"4228335042",2.5,4943.8
4,"4228335042",2.5,5050
5,"4228335042",2,4790.4
6,"4228335042",2,4549.7
1,"4228335041",4.7,3510.6
2,"4228335041",15.6,5852.7
3,"4228335041",8.2,4924.7
4,"4228335041",3.7,5272.5
5,"4228335041",2,5020.9
6,"4228335041",2,4779.5
1,"4228333570",15.8,2634.3
2,"4228333570",31,3557.1
3,"4228333570",7.2,2297.4
4,"4228333570",9.9,1507.9
5,"4228333570",2,653.8
6,"4228333570",4.5,1589.6
1,"4228333363",5.7,423.7
2,"4228333363",23.3,3903.5
3,"4228333363",18,2408.2
4,"4228333363",4.8,1619.8
5,"4228333363",9.5,1279.2
6,"4228333363",9.6,1609.3
1,"4228332193",2,1769.1
2,"4228332193",2,7449.3
