"Months.On.Production","API","Product.per.day..normalized.Oil","Product.per.day..normalized.Gas"
4,"4247942389",243.4,2375.3
5,"4247942389",169.6,1632.6
6,"4247942389",97.2,1096.5
1,"4247942398",83.2,854.2
2,"4247942398",294.8,3176.4
3,"4247942398",279.6,3589.3
4,"4247942398",359.3,3397.9
5,"4247942398",295.6,2772.1
6,"4247942398",173.9,2175.8
1,"4247942388",135.2,1475.6
2,"4247942388",175.1,2117.2
3,"4247942388",382.2,4718.2
4,"4247942388",366.9,4445.7
5,"4247942388",272.9,3325.4
6,"4247942388",256.5,2763.3
1,"4247942397",78.6,922.5
2,"4247942397",387,4258.1
3,"4247942397",453.1,5046.3
4,"4247942397",437.5,5128.6
5,"4247942397",397.9,4631.9
6,"4247942397",300.7,4065.1
1,"4247942399",154.6,1951.8
2,"4247942399",375.1,4107.7
3,"4247942399",553.8,4749.4
4,"4247942399",398,3781.8
5,"4247942399",331.4,3132.8
6,"4247942399",282.5,3074.8
1,"4247942387",201.7,2569.1
2,"4247942387",300.9,3651.1
3,"4247942387",288.6,3267
4,"4247942387",192.9,2171.9
5,"4247942387",196.7,2164.4
6,"4247942387",186,2043.9
1,"4247941782",95.6,1290.7
2,"4247941782",159.3,2101.6
3,"4247941782",143.2,1998.8
4,"4247941782",170.2,1806.8
5,"4247941782",149.8,1680.8
6,"4247941782",142.4,1997.9
1,"4247941781",116.3,2631.1
2,"4247941781",97.5,2197.9
3,"4247941781",200.5,2680.5
4,"4247941781",149.4,2189.9
5,"4247941781",45.4,938.6
6,"4247941781",43.8,881.2
1,"4247941780",77.3,2641.1
2,"4247941780",56.3,1730.7
3,"4247941780",206.8,2736
4,"4247941780",126,2161.1
5,"4247941780",39.2,766.3
6,"4247941780",30.1,586.5
1,"4247941793",2,20
2,"4247941793",78.3,1516.7
3,"4247941793",24,20
4,"4247941793",109.7,1444.8
5,"4247941793",81.7,1353.7
6,"4247941793",98.5,1221.5
1,"4247941779",2,35.4
2,"4247941779",149.6,3006.2
3,"4247941779",117.6,1965.7
4,"4247941779",193.4,2649.4
5,"4247941779",228.8,2273
6,"4247941779",30.1,882.8
1,"4247941778",2,30.4
2,"4247941778",17.7,3129.7
3,"4247941778",29.2,1608.7
4,"4247941778",219.2,2891
5,"4247941778",192.1,2331.4
6,"4247941778",25.2,667
1,"4247941788",58,2300.3
2,"4247941788",192.2,2208
3,"4247941788",214.9,2425.2
4,"4247941788",147.6,1885.8
5,"4247941788",59.1,2553.5
6,"4247941788",73.2,1044.6
1,"4247941787",26.2,1932.4
2,"4247941787",178.3,2596.1
3,"4247941787",198.6,2827.3
4,"4247941787",174.5,2637.4
5,"4247941787",173.9,3165.6
6,"4247941787",57.3,897.5
1,"4247941786",29.3,1728.9
2,"4247941786",96.2,2632.6
3,"4247941786",108.7,2862.1
4,"4247941786",95.2,2414.6
5,"4247941786",2,20
6,"4247941786",88.5,1121.2
1,"4247941785",25.2,2182.5
2,"4247941785",41,2492.2
3,"4247941785",31.1,2721.6
4,"4247941785",41.5,2161
5,"4247941785",2,998.2
6,"4247941785",2,1099.9
1,"4247941784",74.3,2500.5
2,"4247941784",92.7,1591.9
3,"4247941784",104.7,1723.1
4,"4247941784",94,1610.5
5,"4247941784",2,20
6,"4247941784",34.9,624.9
1,"4247941783",2,20
2,"4247941783",110.2,2352
3,"4247941783",104.4,1181.2
4,"4247941783",117.3,1286.5
5,"4247941783",109.1,1204.9
6,"4247941783",2,20
1,"4247942233",109,1328
2,"4247942233",184.4,2572.2
3,"4247942233",150,1957.4
4,"4247942233",135.7,1799.9
5,"4247942233",127.8,1654.9
6,"4247942233",116.8,1448.7
1,"4247942232",67,1098.7
2,"4247942232",130.6,2561.5
3,"4247942232",88.7,2025.6
4,"4247942232",72.5,1618.1
5,"4247942232",79.8,1685.5
6,"4247942232",70.3,1423.6
1,"4247942231",103.9,1012.5
2,"4247942231",191.7,2481.3
3,"4247942231",139.1,1849.5
4,"4247942231",118.5,1546.7
5,"4247942231",101.9,1483.5
6,"4247942231",95.8,1481.8
1,"4247942230",2,33.6
2,"4247942230",192.7,2221.3
3,"4247942230",180.3,1924.7
4,"4247942230",189.3,1985.6
5,"4247942230",164,1965.8
6,"4247942230",124.1,1790.2
1,"4247942229",2,48
2,"4247942229",227.6,2495.7
3,"4247942229",242.4,2227.6
4,"4247942229",134.9,1578.7
5,"4247942229",82.8,1207.4
6,"4247942229",65.1,890.7
1,"4247942228",3.5,101.4
2,"4247942228",285.1,2958.5
3,"4247942228",227.7,2519.5
4,"4247942228",161.7,1720.9
5,"4247942228",161.7,1636
6,"4247942228",147.1,1472.5
1,"4247942227",2,53.6
2,"4247942227",145.5,1924.4
3,"4247942227",113.8,1653.5
4,"4247942227",75.2,1182.5
5,"4247942227",49.4,788.6
6,"4247942227",28.9,433.3
1,"4247942234",3.6,76.9
2,"4247942234",200.8,2580.4
3,"4247942234",137.1,2180.9
4,"4247942234",114.6,1783.1
5,"4247942234",133.6,1655.6
6,"4247942234",123.5,1594.9
1,"4247942226",2,45
2,"4247942226",167.4,1995.4
3,"4247942226",190.1,2127.3
4,"4247942226",120.5,1612.1
5,"4247942226",113.2,1439.7
6,"4247942226",117.5,1362.2
1,"4247941681",33.8,256.4
2,"4247941681",129.3,979.7
3,"4247941681",95.9,623.7
4,"4247941681",7.7,227.6
5,"4247941681",2,20
6,"4247941681",2,20
1,"4247941680",34,479.9
2,"4247941680",234.3,2684.9
3,"4247941680",181.5,2262.1
4,"4247941680",151.7,2035.7
5,"4247941680",221.4,1995.7
6,"4247941680",158,1005.9
1,"4247941679",125,1502.3
2,"4247941679",134.1,1838.5
3,"4247941679",101.7,1480.9
4,"4247941679",95.6,1332.3
5,"4247941679",93.9,873.9
6,"4247941679",37.4,221.6
1,"4247941678",40,1525.6
2,"4247941678",43.9,1924.4
3,"4247941678",32.4,1597.5
4,"4247941678",122.9,1603.5
5,"4247941678",157.4,1672.6
6,"4247941678",109.1,1248.8
1,"4247942215",187.2,2532.4
2,"4247942215",254.4,2904.4
3,"4247942215",241.4,2675.7
4,"4247942215",180.6,2161.2
5,"4247942215",152.7,1886.3
6,"4247942215",128.3,1619.8
1,"4247942214",260.2,2380.4
2,"4247942214",239.4,3003.2
3,"4247942214",211.6,2369.1
4,"4247942214",195.5,2242.8
5,"4247942214",171.7,1783.2
6,"4247942214",133.6,1714.5
1,"4247942206",164.3,2483.5
2,"4247942206",339.8,4096.3
3,"4247942206",291.5,3495.1
4,"4247942206",226.3,2925.3
5,"4247942206",197.4,2766.6
6,"4247942206",156.2,2230.1
1,"4247942213",143.6,2418.1
2,"4247942213",379.3,4699.6
3,"4247942213",280.4,3716.7
4,"4247942213",229.2,3150.5
5,"4247942213",171.6,2877.4
6,"4247942213",150.4,2472.6
1,"4247942212",2.8,20
2,"4247942212",158.2,2334.1
3,"4247942212",156.4,2090.6
4,"4247942212",153.8,1965.1
5,"4247942212",126.2,1734.1
6,"4247942212",118.7,1799.3
1,"4247942211",10.5,112.8
2,"4247942211",479.4,5282.4
3,"4247942211",402,3962.5
4,"4247942211",307.4,3403.3
5,"4247942211",226.6,2992
6,"4247942211",183.4,2662.4
1,"4247942210",13.1,234
2,"4247942210",228.4,3789.1
3,"4247942210",269.2,4040.4
4,"4247942210",261.6,4044
5,"4247942210",222.9,3700.4
6,"4247942210",257,3400.4
1,"4247942208",49.9,482.6
2,"4247942208",439.3,4471.9
3,"4247942208",342.3,4601.2
4,"4247942208",283.4,3467.2
5,"4247942208",226.2,2963.8
6,"4247942208",191.6,2708.9
1,"4247942207",83.9,716.7
2,"4247942207",428.2,4045.2
3,"4247942207",243.9,3423.1
4,"4247942207",193.1,2925.3
5,"4247942207",174.4,2585.9
6,"4247942207",166.9,2357.7
1,"4247943175",158.7,2391.3
2,"4247943175",137.4,2216.4
3,"4247943175",112.7,1778.2
4,"4247943175",100.9,1669.2
5,"4247943175",89.8,1556.9
6,"4247943175",78.7,1465.2
1,"4247943107",197.2,2477.1
2,"4247943107",222.6,2413.8
3,"4247943107",174.7,2148.9
4,"4247943107",120.8,2046.4
5,"4247943107",115.8,1863.1
6,"4247943107",102.6,1733.9
1,"4247943106",159.1,1960.2
2,"4247943106",183.5,2425.2
3,"4247943106",159.6,2206.8
4,"4247943106",152.9,2055.6
5,"4247943106",114.5,1664.3
6,"4247943106",95,1494.4
1,"4247943104",154.6,2130.1
2,"4247943104",176.9,2139
3,"4247943104",146.1,1890.1
4,"4247943104",108.8,1863.6
5,"4247943104",106.2,1737.7
6,"4247943104",95.8,1786.9
1,"4247942103",11.3,74.2
2,"4247942103",242.2,1507.7
3,"4247942103",328.2,2039.5
4,"4247942103",309.4,2056.5
5,"4247942103",231.2,2129.7
6,"4247942103",263.9,2413.5
1,"4247942102",20.5,118.5
2,"4247942102",320.2,2010.5
3,"4247942102",322.9,1754.8
4,"4247942102",237.7,1840.2
5,"4247942102",167.9,1686.4
6,"4247942102",224.1,2187.3
1,"4247942101",14.7,94.2
2,"4247942101",242.8,1795.3
3,"4247942101",221.6,1725
4,"4247942101",234.6,1748.8
5,"4247942101",160.9,1571.6
6,"4247942101",100.7,1463.4
1,"4247942100",16.5,143
2,"4247942100",205.8,2047.5
3,"4247942100",233.1,1656
4,"4247942100",276.1,1853.4
5,"4247942100",78,814
6,"4247942100",266,2638.8
1,"4247942098",17.2,140.8
2,"4247942098",207.7,1803.2
3,"4247942098",195.8,1835.8
4,"4247942098",295.1,1906.7
5,"4247942098",199.8,1930.3
6,"4247942098",296.4,2520.5
1,"4247942966",111.8,1419.3
2,"4247942966",306.9,3893
3,"4247942966",161.8,2999.5
4,"4247942966",224.2,3030.3
5,"4247942966",205.9,2863
6,"4247942966",194.6,2841.1
1,"4247942963",140.5,1273.4
2,"4247942963",329.6,3190.3
3,"4247942963",230.9,3466.5
4,"4247942963",247,3202.6
5,"4247942963",213.4,2872.3
6,"4247942963",187.9,2670.6
1,"4247942965",132,1602.8
2,"4247942965",302.6,3704.5
3,"4247942965",325.1,3524.3
4,"4247942965",254.3,2944
5,"4247942965",204.8,2528.8
6,"4247942965",133.8,2224.6
1,"4247942962",163.1,1847.1
2,"4247942962",349,4331.9
3,"4247942962",329.9,3809.6
4,"4247942962",261.8,3314
5,"4247942962",227.8,2982.9
6,"4247942962",192.8,2746.5
1,"4247942961",179.2,1632.2
2,"4247942961",417.7,4508.3
3,"4247942961",315.8,3532.3
4,"4247942961",205.5,2541.1
5,"4247942961",247.3,3137.1
6,"4247942961",225.6,3048.1
1,"4247942032",40.7,233.5
2,"4247942032",332.9,2226.5
3,"4247942032",2,20
4,"4247942032",265.1,2177.5
5,"4247942032",2,20
6,"4247942032",308.6,2596.7
1,"4247942030",104.8,656.9
2,"4247942030",318.9,2282.7
3,"4247942030",2,20
4,"4247942030",277.2,1916.3
5,"4247942030",2,20
6,"4247942030",316.4,2997.6
1,"4247942029",46.7,260.4
2,"4247942029",318.8,2277.5
3,"4247942029",2,20
4,"4247942029",339.4,2402.1
5,"4247942029",247.1,2361.7
6,"4247942029",306.3,2903
1,"4247942037",136.7,871.6
2,"4247942037",333.6,2172.5
3,"4247942037",2,20
4,"4247942037",286.7,2166.3
5,"4247942037",200.1,1910.4
6,"4247942037",208.3,1962.4
1,"4247942028",202.7,1310.3
2,"4247942028",279.1,2033.8
3,"4247942028",2,20
4,"4247942028",128.1,1010.4
5,"4247942028",121.7,862.1
6,"4247942028",113.4,852.2
1,"4247942033",159.6,1363.7
2,"4247942033",261.5,2257.3
3,"4247942033",2,20
4,"4247942033",202.7,1557.6
5,"4247942033",57.2,795.5
6,"4247942033",300.3,2642.8
1,"4247942138",86.4,1699.5
2,"4247942138",176.7,3762.9
3,"4247942138",151.7,3073.7
4,"4247942138",157.4,2865.4
5,"4247942138",122.9,2322.5
6,"4247942138",111.4,2006.3
1,"4247942132",155.4,2232.4
2,"4247942132",239.9,3942.2
3,"4247942132",183.1,3294
4,"4247942132",189.6,2982.6
5,"4247942132",147.7,2494.9
6,"4247942132",119.8,1945.6
1,"4247942137",79.5,2033.6
2,"4247942137",118.6,3904.1
3,"4247942137",113.2,3223.4
4,"4247942137",73.9,2620.9
5,"4247942137",55.4,1990.1
6,"4247942137",54.7,1622.4
1,"4247942136",115.9,1969.7
2,"4247942136",206.3,4188.2
3,"4247942136",167.9,3239.3
4,"4247942136",195.7,3210
5,"4247942136",139.3,2423.6
6,"4247942136",120.3,1941.9
1,"4247941818",98.1,1679.5
1,"4247941817",96.7,1054.1
2,"4247941817",309.1,4262.3
3,"4247941817",231.7,3488.4
4,"4247941817",180.5,3199.6
5,"4247941817",128.5,2982.2
6,"4247941817",105,2483.5
1,"4247941815",72.5,991.5
2,"4247941815",288.7,3976.1
3,"4247941815",233.8,3401.6
4,"4247941815",173.5,3020.5
5,"4247941815",144.7,2682.6
6,"4247941815",92.6,2140.3
1,"4247941813",51.8,1141.7
1,"4247941814",53.4,1230.2
1,"4247941812",74.4,1465.7
1,"4247943206",60.6,1226.1
2,"4247943206",152.6,3643.5
3,"4247943206",135,3106
4,"4247943206",132.6,3041.5
5,"4247943206",104.3,2873.7
6,"4247943206",77.1,2597.1
1,"4247943205",44.2,1266.8
2,"4247943205",144.3,3393
3,"4247943205",137.6,3079.2
4,"4247943205",98,2303.6
5,"4247943205",119,2679.6
6,"4247943205",98,2999.2
1,"4247943355",38.3,1145.5
2,"4247943355",128.9,3174.3
3,"4247943355",120.7,2568.7
4,"4247943355",101.8,2394.9
5,"4247943355",99.2,2322.1
6,"4247943355",67.1,2035.7
1,"4247943203",36,1131.3
2,"4247943203",144.2,3509.6
3,"4247943203",133.6,3083.1
4,"4247943203",123.8,2982.7
5,"4247943203",115.5,3103
6,"4247943203",83.9,2817.3
1,"4247941733",116.1,3390.5
2,"4247941733",98.1,3512.1
3,"4247941733",90.5,1590.2
4,"4247941733",85.2,1481.2
5,"4247941733",90,3099.4
6,"4247941733",81.6,2688.5
1,"4247941732",132,3502.9
2,"4247941732",166.3,3137.7
3,"4247941732",113.1,2416
4,"4247941732",102.5,2590
5,"4247941732",109.4,3482.1
6,"4247941732",97.3,2988.2
1,"4247941701",99.5,781.5
2,"4247941701",158.7,1884.7
3,"4247941701",176.9,2583.2
4,"4247941701",175.2,2227.6
5,"4247941701",126.2,1729
6,"4247941701",86.3,1190.1
1,"4247941700",70.8,692.8
2,"4247941700",188.8,2213.8
3,"4247941700",190.5,2837.4
4,"4247941700",183.7,2440.8
5,"4247941700",130.3,1785.3
6,"4247941700",82,1113.5
1,"4247941699",81.3,657.4
2,"4247941699",140,2015.9
3,"4247941699",174.8,2608.1
4,"4247941699",132,2203.3
5,"4247941699",85,1354
6,"4247941699",46.6,662
1,"4247941698",76.5,710.2
2,"4247941698",170.3,1977.6
3,"4247941698",156.7,2349.2
4,"4247941698",132.8,2000.5
5,"4247941698",88.7,1070.7
6,"4247941698",50.5,740.2
1,"4247941666",18.2,473.8
2,"4247941666",211.7,2333
3,"4247941666",187.6,2556.1
4,"4247941666",178.7,3105.8
5,"4247941666",169.4,2664.6
6,"4247941666",120.9,1753.7
1,"4247941676",21.5,422.6
2,"4247941676",196.8,2742.5
3,"4247941676",169.9,2984.7
4,"4247941676",171.2,3850.7
5,"4247941676",172.9,3310
6,"4247941676",120.3,2182.2
1,"4247941675",24.5,434.7
2,"4247941675",203.5,2726.6
3,"4247941675",197.4,3170.2
4,"4247941675",180.9,3734.2
5,"4247941675",174.5,3203.5
6,"4247941675",119.3,2103
1,"4247941674",35.7,790.8
2,"4247941674",197,3181
3,"4247941674",252.9,3645.7
4,"4247941674",235.9,4443.5
5,"4247941674",226.5,3813.3
6,"4247941674",167.9,2519.6
1,"4247941673",106.7,696.7
2,"4247941673",241,2707.9
3,"4247941673",228.5,3157.7
4,"4247941673",216.4,3784.1
5,"4247941673",205.4,3246.6
6,"4247941673",156,2147
1,"4247941672",7.9,509.7
2,"4247941672",184.3,2468
3,"4247941672",203.1,2839.9
4,"4247941672",190.1,3413.9
5,"4247941672",177.9,2843.5
6,"4247941672",136.3,1933.5
1,"4247943315",114.5,2799.7
2,"4247943315",173.2,3733.1
3,"4247943315",144.7,3277.1
4,"4247943315",136.2,3292
5,"4247943315",119,2458.6
6,"4247943315",83.3,2490.3
1,"4247943314",124.3,2425.6
2,"4247943314",176.9,3774.3
3,"4247943314",147.4,3309.1
4,"4247943314",146.1,3405.5
5,"4247943314",133.7,3400.6
6,"4247943314",85.4,2940.8
1,"4247941688",25.3,677.2
2,"4247941688",178.2,3536.8
3,"4247941688",141.6,3415.6
4,"4247941688",142.2,3958
5,"4247941688",126.3,4530.6
6,"4247941688",118.4,3871.5
1,"4247941687",21.2,562.7
2,"4247941687",152.1,3117.5
3,"4247941687",148.6,3506.2
4,"4247941687",147.4,4060.5
5,"4247941687",131.4,4648
6,"4247941687",125.5,3974.7
1,"4247941682",29.5,740.8
2,"4247941682",60.7,2453.6
3,"4247941682",158.1,3502.7
4,"4247941682",149.2,4047.4
5,"4247941682",2,20
6,"4247941682",121.6,3955.5
1,"4247941614",251.1,1265.7
2,"4247941614",88.6,1484.6
3,"4247941614",168.7,3723.5
4,"4247941614",124.8,3534.7
5,"4247941614",155.9,5248.3
6,"4247941614",136.7,4476
1,"4247941617",108,3135
2,"4247941617",94.7,1491.2
3,"4247941617",191.9,2731.8
4,"4247941617",140.3,2540.8
5,"4247941617",167,3637
6,"4247941617",158.2,3151.7
1,"4247941613",152.8,3111
2,"4247941613",95.7,3864.9
3,"4247941613",303.8,4540.7
4,"4247941613",131.4,2398.7
5,"4247941613",105.9,2207.6
6,"4247941613",133,3291.4
1,"4247941618",54.8,2591.9
2,"4247941618",46.2,4351.9
3,"4247941618",124.1,4895
4,"4247941618",82,2582
5,"4247941618",65.5,2481.1
6,"4247941618",79.1,3594.5
1,"4247941511",78.9,2065.4
2,"4247941511",137.3,2615.6
3,"4247941511",72.3,1902.4
4,"4247941511",44.6,1587.6
5,"4247941511",44.8,1642.7
6,"4247941511",156.1,4248.4
1,"4247941509",66,1955.8
2,"4247941509",106.9,2605.5
3,"4247941509",59.1,1938.4
4,"4247941509",56.5,1744.8
5,"4247941509",53.1,1806.6
6,"4247941509",167.9,4261.3
1,"4247941508",66.6,2439.3
2,"4247941508",137.9,3257.2
3,"4247941508",67.3,2110.7
4,"4247941508",54.8,1871.6
5,"4247941508",44.1,1652.6
6,"4247941508",126.2,4483.2
1,"4247941510",6,3398.4
2,"4247941510",59.1,3350.3
3,"4247941510",92.6,3599.5
4,"4247941510",81.8,2966.9
5,"4247941510",59.8,2299.6
6,"4247941510",156.5,4259.7
1,"4247941461",2,20
2,"4247941461",76.5,630.9
3,"4247941461",207.1,2666.8
4,"4247941461",107.4,1498.8
5,"4247941461",156,2149.8
6,"4247941461",151.9,1937
1,"4247941454",91.7,858.5
2,"4247941454",227.3,2655.2
3,"4247941454",79.8,1082.7
4,"4247941454",144.6,1920.6
5,"4247941454",179.1,2328.7
6,"4247941454",42.5,725.5
1,"4247941453",80.9,1043.2
2,"4247941453",218.6,2890.1
3,"4247941453",174.4,2419.2
4,"4247941453",176.3,2429.1
5,"4247941453",189.7,2390.6
6,"4247941453",2,20
1,"4247941452",2,142
2,"4247941452",130.8,1270.4
3,"4247941452",234.2,3102.8
4,"4247941452",154.9,2248.3
5,"4247941452",159.5,2239.6
6,"4247941452",113.2,1557
1,"4247943059",149.3,1741.6
2,"4247943059",163.4,2277.8
3,"4247943059",96.4,2024
4,"4247943059",95.5,1902.8
5,"4247943059",79.4,1683.5
6,"4247943059",67.6,1582.1
1,"4247943058",181.8,2052.3
2,"4247943058",229.6,2999.2
3,"4247943058",152.8,2519.4
4,"4247943058",156.4,2325.5
5,"4247943058",169.4,2247.3
6,"4247943058",74.3,1892.6
1,"4247943057",130.5,1515.5
2,"4247943057",171.2,2588.8
3,"4247943057",143.1,2555.5
4,"4247943057",119.9,2388.3
5,"4247943057",116.1,2365.1
6,"4247943057",93.8,2044.4
1,"4247943056",151.6,1702.1
2,"4247943056",197.3,2673.2
3,"4247943056",154.7,2486.1
4,"4247943056",116.7,2326
5,"4247943056",113.6,2315.8
6,"4247943056",90.4,2159.9
1,"4247941419",46.1,1820.9
2,"4247941419",47.7,2099.6
3,"4247941419",130.3,2817.2
4,"4247941419",54.6,2088
5,"4247941419",92.7,2289.6
6,"4247941419",90.3,2126.7
1,"4247941414",42.6,1745.7
2,"4247941414",67.7,1985.8
3,"4247941414",188,3254.6
4,"4247941414",59.8,1637
5,"4247941414",103.2,2236.7
6,"4247941414",106.3,2598.6
1,"4247941413",14.8,948.6
2,"4247941413",26.2,604.8
3,"4247941413",182,2818.4
4,"4247941413",58.4,1420.3
5,"4247941413",45.3,1702.7
6,"4247941413",48,1464.6
1,"4247941412",24.4,1062.5
2,"4247941412",83.3,721.9
3,"4247941412",127.6,3278.7
4,"4247941412",41.7,1138.4
5,"4247941412",5.9,106.7
6,"4247941412",75,2045
1,"4247943292",153.7,2352.2
2,"4247943292",225.9,4024
3,"4247943292",214.4,3647.7
4,"4247943292",200.8,3014.5
5,"4247943292",174.6,2776.9
6,"4247943292",153.7,2563.3
1,"4247943291",112.3,1383.2
2,"4247943291",168.6,2570.6
3,"4247943291",165.5,2356.8
4,"4247943291",170.4,2062.8
5,"4247943291",143.7,1930
6,"4247943291",135.3,1895
1,"4247941346",46.6,333.6
2,"4247941346",179.5,1598.1
3,"4247941346",113.3,1377
4,"4247941346",39.7,255.8
5,"4247941346",151.2,1202.7
6,"4247941346",189.8,2205.4
1,"4247943290",235.2,2717.6
2,"4247943290",324.3,4246.5
3,"4247943290",263.3,3473
4,"4247943290",206.1,2624.9
5,"4247943290",165.2,2283.5
6,"4247943290",143.5,2077.5
1,"4247943289",212.4,2578.8
2,"4247943289",318.9,4253.7
3,"4247943289",317.2,3478.7
4,"4247943289",241.2,2686.1
5,"4247943289",144.9,2328.1
6,"4247943289",138.8,2053.5
1,"4247943285",166.2,1495.3
2,"4247943285",267.2,2760.6
3,"4247943285",231.6,2525.5
4,"4247943285",192.1,2169.9
5,"4247943285",158.7,2072.6
6,"4247943285",149.9,1921.3
1,"4247941344",90.9,1039.5
2,"4247941344",81.3,736
3,"4247941344",76.7,1148
4,"4247941344",17.9,155.1
5,"4247941344",2,20
6,"4247941344",79.2,820.7
1,"4247941343",145.1,1629.4
2,"4247941343",121,1492
3,"4247941343",74.6,1570.2
4,"4247941343",4.5,126.2
5,"4247941343",2,20
6,"4247941343",2,20
1,"4247941342",215.9,2211.9
2,"4247941342",134.6,1573.9
3,"4247941342",41.8,299
4,"4247941342",2,20
5,"4247941342",2,20
6,"4247941342",23.8,20
1,"4247941353",27.2,903
2,"4247941353",143.7,3844.5
3,"4247941353",71.3,3060.4
4,"4247941353",56.7,2278.8
5,"4247941353",19.6,1134.8
6,"4247941353",64.2,2583.3
1,"4247941352",81,2011
2,"4247941352",58.8,1698.6
3,"4247941352",40,1336
4,"4247941352",2,20
5,"4247941352",2,20
6,"4247941352",12.2,441.1
1,"4247941341",118.5,3458.6
2,"4247941341",108.1,3114.6
3,"4247941341",60.8,2172.9
4,"4247941341",2,20
5,"4247941341",2,20
6,"4247941341",26.1,759.9
1,"4247941351",213.3,3941
2,"4247941351",165.4,3454.9
3,"4247941351",101.4,2671.7
4,"4247941351",2,20
5,"4247941351",2,20
6,"4247941351",40.7,915.3
1,"4247941375",35.5,780.3
2,"4247941375",83.8,1949.5
3,"4247941375",136.4,2774.1
4,"4247941375",96.4,1995.5
5,"4247941375",120.1,2574.1
6,"4247941375",136.6,3180.2
1,"4247941251",23,600.3
2,"4247941251",91,2118.5
3,"4247941251",128.8,2997.8
4,"4247941251",87.2,2060.2
5,"4247941251",168.3,2418.2
6,"4247941251",89.9,2252.6
1,"4247941285",40.9,545.2
2,"4247941285",103.6,1399.3
3,"4247941285",171.8,2436.2
4,"4247941285",117.4,1442.4
5,"4247941285",88.4,634.1
6,"4247941285",253.5,2582.3
1,"4247941286",86.9,1044.2
2,"4247941286",203.2,2843.7
3,"4247941286",145,1872.8
4,"4247941286",36.1,960.8
5,"4247941286",159.5,1875
6,"4247941286",113.4,2118.1
1,"4247941282",13.6,288.9
2,"4247941282",170.2,2106.2
3,"4247941282",127.4,1956.1
4,"4247941282",62.6,973
5,"4247941282",55.7,503.8
6,"4247941282",153.5,1961.3
1,"4247941281",68.3,973.8
2,"4247941281",184.5,2093.7
3,"4247941281",148.9,2592.5
4,"4247941281",9.2,207.9
5,"4247941281",70.8,720.9
6,"4247941281",192,2828.3
1,"4247941600",45.4,517.6
2,"4247941600",142.7,1726.7
3,"4247941600",105.6,1256.4
4,"4247941600",33.8,799.9
5,"4247941600",75.1,997.8
6,"4247941600",33.6,593
1,"4247941599",28.4,392.4
2,"4247941599",107.6,1399.8
3,"4247941599",79,1009.8
4,"4247941599",44.8,819.4
5,"4247941599",54.8,617.3
6,"4247941599",13,193
1,"4247941598",37.5,695.7
2,"4247941598",93,1464.9
3,"4247941598",96.2,1099.7
4,"4247941598",49.5,796.6
5,"4247941598",102.2,1205
6,"4247941598",59.8,792.2
1,"4247941597",55,1188.8
2,"4247941597",104.8,1580.8
3,"4247941597",69.4,962.7
4,"4247941597",13.4,432.7
5,"4247941597",2.8,20
6,"4247941597",2,60.5
1,"4247941596",19.4,1026.5
2,"4247941596",87.3,1419.5
3,"4247941596",95.3,1115.4
4,"4247941596",38.7,720.7
5,"4247941596",79,943.8
6,"4247941596",43.3,683.9
1,"4247941216",60.1,816.5
2,"4247941216",185.5,2003.8
3,"4247941216",139.4,2740.5
4,"4247941216",199.5,2630
5,"4247941216",173.7,2112.6
6,"4247941216",153.1,1888.1
1,"4247942038",6.5,112.1
2,"4247942038",77,985.2
3,"4247942038",42.4,1134.1
4,"4247942038",64,555.1
5,"4247942038",61,807.4
6,"4247942038",41.1,1132.7
1,"4247943288",41,848.1
2,"4247943288",151.7,3092.8
3,"4247943288",117.5,2426.2
4,"4247943288",108.8,2182.2
5,"4247943288",81.4,2044.6
6,"4247943288",72.1,1924.3
1,"4247943287",38.1,669.8
2,"4247943287",142.5,2526.1
3,"4247943287",105.7,2249.9
4,"4247943287",94.7,2024.1
5,"4247943287",82.3,2141.8
6,"4247943287",64.2,1795.5
1,"4247941234",17.8,253.2
2,"4247941234",94.3,1996.9
3,"4247941234",162.7,3665.5
4,"4247941234",114,2631.9
5,"4247941234",104.2,2834.8
6,"4247941234",77,2064.9
1,"4247941144",144.6,1572.6
2,"4247941144",53.2,692.3
3,"4247941144",131.5,1641.7
4,"4247941144",142.5,1875.9
5,"4247941144",71.4,1007.3
6,"4247941144",4.1,85.4
1,"4247941061",54.4,821.7
2,"4247941061",185.1,3061.3
3,"4247941061",155.9,2937
4,"4247941061",148.7,2733.4
5,"4247941061",78,1774.1
6,"4247941061",117.7,1846.2
1,"4212735149",2,20
2,"4212735149",2,20
3,"4212735149",2,20
4,"4212735149",2,20
5,"4212735149",2,20
6,"4212735149",2,20
1,"4212735147",2,20
2,"4212735147",16,179.2
3,"4212735147",17.2,195.5
4,"4212735147",6.8,84.1
5,"4212735147",2,20
6,"4212735147",22.5,163.5
1,"4212736565",124.5,869
2,"4212736565",219,2159.2
3,"4212736565",256.3,2486.9
4,"4212736565",203.3,2157.8
5,"4212736565",186.7,2043.4
6,"4212736565",172,1920.8
1,"4212736630",52.4,717
2,"4212736630",130,1251.9
3,"4212736630",198.4,1874.5
4,"4212736630",154.2,1748.6
5,"4212736630",154.6,1983.4
6,"4212736630",130.1,2243.3
1,"4212736511",2,21.9
2,"4212736511",88.3,1438.3
3,"4212736511",111,2446.9
4,"4212736511",86.9,2229.4
5,"4212736511",64.3,2041.7
6,"4212736511",45.9,1718.2
