"API","BOE_Prod_2yr","BOE_Prod_6mon","TOC","Permeability...d.","Brittleness","Porosity","Thickness","Vclay","TVD","Surf.Lat","Surf.Lon","Lateral..ft.","GPI","Proppant.per.GPI..lb.ft.","Fluid.per.GPI..gal.ft.","Total.Proppant.Volume","Total.Fluid","API.Gravity","Fluid.Type","On.Stream"
"4228533772",214498,123849,2.69,0.18,24.1,0.062,164,0.31,9418,29.45983,-97.20552,6424,5696,1821.27809,1528.870435,10374000,8708446,45,"XLINK",2014-06-01
"4212333090",388592,161560,3.41,0.33,21.4,0.074,156,0.29,13343,29.13386,-97.43287,4582,4058,1005.42139,1049.773534,4080000,4259981,58.20000076,"XLINK",2014-06-01
"4228533783",122705,62620.5,2.75,0.19,23.1,0.062,162,0.32,11833,29.4625,-97.19652,7126,6311,1992.394232,1584.288227,12574000,9998443,42,"XLINK",2014-06-01
"4247941719",362173.5,116051,4.35,0.78,29.4,0.094,67,0.17,8572,28.12846,-99.67353,5782,5118,699.4919891,1495.31653,3580000,7653030,59.5,"SLKW",2014-06-01
"4225533683",573722,298358.5,3.99,0.64,27,0.088,85,0.24,10735,28.97824,-97.90605,5592,4935,2872.948328,2669.647416,14178000,13174710,42,"SLKW",2014-06-01
"4225533372",171425,60655.5,2.94,0.26,29.6,0.067,116,0.25,10874,28.88392,-98.02839,3510,3097,1535.033904,1139.300291,4754000,3528413,45.79999924,"XLINK",2014-06-01
"4228533723",134268.5,71637,2.75,0.19,23.1,0.062,162,0.32,11828,29.46249,-97.19656,7401,6530,1928.63706,1537.900459,12594000,10042490,42,"XLINK",2014-06-01
"4202533877",471407.5,145189,3.82,0.56,27.4,0.086,168,0.22,12572,28.66802,-98.05819,7603,6703,1519.021334,936.9664329,10182000,6280486,61,"XLINK",2014-06-01
"4212735530",216576,126726.5,3.7,0.65,27.9,0.081,126,0.23,7525,28.43264,-99.48423,5540,4877,1146.60652,767.5413164,5592000,3743299,43.59999847,"XLINK",2014-06-01
"4201334895",127617,57373,2.96,0.27,28.5,0.067,100,0.26,7962,28.69975,-98.80068,5949,5235,1972.874881,1319.356447,10328000,6906831,36.70000076,"XLINK",2014-06-01
"4231135669",89944,51355.5,3.62,0.44,28.6,0.079,171,0.21,10590,28.40076,-98.7078,5371,4721,1182.800254,831.4666384,5584000,3925354,48.5,"XLINK",2014-06-01
"4201334896",113714.5,50121.5,2.96,0.27,28.5,0.067,100,0.26,7971,28.69971,-98.80069,6727,5912,1905.277402,1245.839648,11264000,7365404,34.90000153,"XLINK",2014-06-01
"4228334612",147998.5,113557,3.44,0.52,28.9,0.076,125,0.23,9199,28.45045,-99.08934,5364,4708,1528.462192,1275.306075,7196000,6004141,43,"XLINK",2014-06-01
"4228533768",152790,83400,2.69,0.18,24.1,0.062,164,0.31,11856,29.45986,-97.20549,6490,5696,1824.087079,1543.742978,10390000,8793160,45,"XLINK",2014-06-01
"4231135671",96985.5,54585.5,3.62,0.44,28.6,0.079,171,0.21,10633,28.40089,-98.70768,7451,6536,1160.03672,807.4103427,7582000,5277234,49,"XLINK",2014-06-01
"4231135818",82627.5,54959,3.5,0.44,30.1,0.078,163,0.19,11593,28.40659,-98.5498,4784,4194,1608.488317,857.0112065,6746000,3594305,48.40000153,"XLINK",2014-06-01
"4212735642",165042,0,3.61,0.57,27.7,0.079,125,0.24,7408,28.42873,-99.51476,6747,5896,706.9199457,1157.72829,4168000,6825966,42.29999924,"SLKW",2014-06-01
"4225533473",240601.5,111375.5,3.19,0.34,26.9,0.07,139,0.29,11286,29.10116,-97.67419,3665,3202,2331.043098,2376.6193,7464000,7609935,40.79999924,"SLKW",2014-06-01
"4217733041",118378,68374,3.53,0.38,24.5,0.079,154,0.25,11312,29.25891,-97.4649,5358,4680,1204.700855,1123.473077,5638000,5257854,45.5,"XLINK",2014-06-01
"4212735790",199114,66725.5,4.43,0.74,27.3,0.094,181,0.21,7002,28.3145,-99.89642,6635,5794,721.7811529,1533.453918,4182000,8884832,57,"SLKW",2014-06-01
"4228334520",180099,91983,3.28,0.44,27,0.073,113,0.28,7714,28.46702,-99.35437,5172,4515,186.7012182,1036.803101,842956,4681166,41,"XLINK",2014-06-01
"4247942340",264444,88364.5,4.38,0.82,29.3,0.094,81,0.18,8243,28.16289,-99.71536,6614,5751,735.176491,1601.944705,4228000,9212784,58.79999924,"SLKW",2014-06-01
"4212735860",140380,49467.5,4.49,0.78,27.1,0.096,178,0.21,7093,28.31574,-99.87313,6330,5504,689.3168605,927.9315044,3794000,5107335,50.20000076,"XLINK",2014-06-01
"4212735793",191400,81548,4.44,0.75,27.4,0.094,181,0.21,6999,28.31591,-99.88909,6437,5593,646.8800286,915.4747005,3618000,5120250,51.59999847,"XLINK",2014-06-01
"4247942456",293221,99446,4.36,0.78,29.4,0.094,67,0.17,8573,28.12846,-99.67367,4950,4295,727.3573923,1530.03213,3124000,6571488,58.90000153,"SLKW",2014-06-01
"4212735861",154167.5,55684,4.49,0.78,27.1,0.096,178,0.21,7095,28.31574,-99.87309,6357,5513,688.917105,931.1416652,3798000,5133384,51.09999847,"XLINK",2014-06-01
"4212735889",182933,55424,4.47,0.78,27.1,0.095,176,0.21,7147,28.31883,-99.8617,7878,6812,688.1972989,927.8935702,4688000,6320811,51.20000076,"XLINK",2014-06-01
"4247942438",221219,70036.5,4.39,0.83,29.2,0.094,77,0.18,8311,28.15529,-99.70923,3874,3349,693.9384891,1418.330845,2324000,4749990,62.5,"SLKW",2014-06-01
"4229735439",147832,34868,3.74,0.57,28.2,0.083,150,0.22,11278,28.60686,-98.3126,6684,5761,2434.646763,1314.489672,14026000,7572775,50,"XLINK",2014-06-01
"4225533711",169495.5,82787.5,2.25,0.09,30.5,0.052,93,0.28,8318,29.17117,-97.76214,4867,4184,1004.302103,1019.173996,4202000,4264224,27.89999962,"SLKW",2014-06-01
"4217733266",306787,166129.5,2.92,0.26,25.4,0.066,168,0.27,11168,29.30395,-97.4081,5239,4502,2084.851177,1774.461795,9386000,7988627,42,"SLKW",2014-06-01
"4212333092",465765,170437.5,3.41,0.33,21.4,0.074,156,0.29,13345,29.13401,-97.43293,5601,4812,969.6591854,1024.922693,4666000,4931928,60.09999847,"XLINK",2014-06-01
"4247942440",218346,65170.5,4.39,0.83,29.2,0.094,77,0.18,8322,28.15528,-99.70928,5451,4673,714.316285,1512.826878,3338000,7069440,62.29999924,"SLKW",2014-06-01
"4217733088",182428.5,87601.5,3.53,0.38,24.5,0.079,154,0.25,11348,29.25896,-97.46482,5574,4778,1179.154458,1201.27208,5634000,5739678,42.25,"XLINK",2014-06-01
"4217733142",244878,161062.5,2.86,0.22,26.2,0.064,146,0.28,10518,29.30267,-97.45471,4007,3427,2014.00642,1769.285089,6902000,6063340,43.70000076,"SLKW",2014-06-01
"4212735891",159881,51760.5,4.47,0.78,27.1,0.095,176,0.21,7142,28.31883,-99.8616,5577,4759,675.3519647,938.8644673,3214000,4468056,50.20000076,"XLINK",2014-06-01
"4212333455",102129,44626.5,2.51,0.14,22.3,0.056,188,0.34,12941,29.33123,-97.2241,4877,4154,1148.772268,1402.050313,4772000,5824117,50.40000153,"XLINK",2014-06-01
"4229735447",177659.5,62446.5,3.64,0.54,28.7,0.081,151,0.22,11145,28.6117,-98.30775,5486,4665,1493.247588,1237.288746,6966000,5771952,47,"GEL",2014-06-01
"4247942346",241737.5,80786,4.4,0.83,29.2,0.094,78,0.18,8310,28.15704,-99.71307,4510,3834,717.7882107,1477.109546,2752000,5663238,58.59999847,"SLKW",2014-06-01
"4212333278",266665,100339.5,3.98,0.53,24.2,0.086,163,0.26,12204,29.09948,-97.60579,5956,5057,1493.77101,768.0320348,7554000,3883938,54,"XLINK",2014-06-01
"4212735794",208651.5,77744.5,4.44,0.75,27.4,0.094,181,0.21,7000,28.31591,-99.88905,6265,5311,679.3447562,999.0736208,3608000,5306080,49.59999847,"XLINK",2014-06-01
"4212735862",134365,50571.5,4.5,0.78,27.1,0.096,178,0.21,7095,28.31574,-99.87304,6496,5498,689.7053474,1019.716806,3792000,5606403,51,"XLINK",2014-06-01
"4212333451",119173,62142,2.51,0.14,22.3,0.056,188,0.34,12929,29.33124,-97.22417,3974,3361,1989.288902,1346.310324,6686000,4524949,50.29999924,"XLINK",2014-06-01
"4212735634",185867,0,3.62,0.58,27.6,0.079,125,0.24,7433,28.42275,-99.51333,8178,6910,764.6888567,1322.579305,5284000,9139023,43.20000076,"SLKW",2014-06-01
"4231135769",93508.5,35054.5,2.89,0.26,31.1,0.066,155,0.21,10981,28.45246,-98.62816,4910,4146,1369.512783,1946.550892,5678000,8070400,49.09999847,"XLINK",2014-06-01
"4247942347",252114,90527,4.4,0.83,29.2,0.094,78,0.18,8298,28.15701,-99.71311,5190,4381,721.7530244,1497.35129,3162000,6559896,61.20000076,"SLKW",2014-06-01
"4225533332",139831,49628,2.94,0.26,29.6,0.067,116,0.25,10772,28.88387,-98.0284,3329,2808,1273.504274,967.1684473,3576000,2715809,45.79999924,"XLINK",2014-06-01
"4228334324",87802,42895,3.87,0.46,25.1,0.082,109,0.3,7867,28.63927,-99.00457,5465,4604,1387.48914,923.3976977,6388000,4251323,37.09999847,"XLINK",2014-06-01
"4217733285",24790,8655.5,2.61,0.11,28.9,0.06,86,0.3,6673,29.29211,-97.69488,6570,5470,454.4789762,501.426691,2486000,2742804,26,"XLINK",2014-06-01
"4228333866",123955.5,48259,3.42,0.45,27.5,0.075,114,0.24,8621,28.52651,-99.09949,4588,3813,1312.877,799.7922895,5006000,3049608,46.09999847,"XLINK",2014-06-01
"4247942457",273000.5,95711.5,4.36,0.78,29.4,0.094,67,0.17,8580,28.12846,-99.67357,5239,4354,724.3913643,1572.684887,3154000,6847470,58.09999847,"SLKW",2014-06-01
"4247942436",162506.5,53215.5,4.39,0.83,29.2,0.094,77,0.18,8311,28.15528,-99.70933,3994,3304,703.9951574,1479.381356,2326000,4887876,63.5,"SLKW",2014-06-01
"4217733040",127740,66193.5,3.53,0.38,24.5,0.079,154,0.25,11390,29.25887,-97.46498,5703,4711,1172.574825,1124.950966,5524000,5299644,44.5,"XLINK",2014-06-01
"4212735644",143513.5,0,3.61,0.57,27.7,0.079,125,0.24,7402,28.42867,-99.51469,7421,6114,688.2564606,1116.001963,4208000,6823236,43,"SLKW",2014-06-01
"4212735904",228200.5,0,4.11,0.56,26.9,0.089,180,0.22,6206,28.22069,-99.99535,6053,4980,1722.48996,1144.498996,8578000,5699605,50.70000076,"XLINK",2014-06-01
"4247941907",227622.5,71597.5,4.36,0.78,29.4,0.094,67,0.17,8557,28.12832,-99.67388,4494,3686,740.0976668,1585.015735,2728000,5842368,58.29999924,"SLKW",2014-06-01
"4247942437",142536.5,43355.5,4.39,0.83,29.2,0.094,77,0.18,8328,28.1553,-99.70919,3926,3214,1476.042315,1523.669571,4744000,4897074,61.40000153,"SLKW",2014-06-01
"4212736040",108464,0,3.64,0.4,26.3,0.08,153,0.26,6297,28.48913,-99.69207,7712,6291,1204.577969,863.0352885,7578000,5429355,42.09999847,"XLINK",2014-06-01
"4212735529",188087.5,0,3.71,0.65,27.9,0.081,126,0.23,7532,28.43241,-99.48396,6515,5148,1175.213675,797.8789821,6050000,4107481,44.29999924,"XLINK",2014-06-01
"4228334493",124834,64524.5,3.09,0.37,28.7,0.069,120,0.26,8728,28.47144,-99.1793,7821,6032,1188.660477,816.3474801,7170000,4924208,45.70000076,"XLINK",2014-06-01
"4212735938",93920,48678,4.35,0.62,25.4,0.093,190,0.22,6045,28.27105,-100.00978,7232,5519,1156.006523,756.7758652,6380000,4176646,46.70000076,"XLINK",2014-06-01
"4217733335",75172.5,27158.5,3.41,0.33,26.8,0.075,128,0.27,10642,29.16412,-97.65146,2041,1512,2607.142857,2825.596561,3942000,4272302,44.20000076,"GEL",2014-06-01
"4217733242",235316.5,150706,2.46,0.15,24.8,0.056,194,0.31,11584,29.37983,-97.28165,3396,2476,4529.07916,2395.847334,11214000,5932118,43.09999847,"XLINK",2014-06-01
"4217733287",44133,29536,2.61,0.11,28.9,0.06,86,0.3,6736,29.29214,-97.69493,6311,4405,791.8274688,520.9253121,3488000,2294676,26,"XLINK",2014-06-01
"4212735937",113206.5,51620.5,4.35,0.62,25.4,0.093,190,0.22,6058,28.27114,-100.00978,8743,5626,1225.026662,818.4308567,6892000,4604492,46.90000153,"GEL",2014-06-01
"4228333959",156147.5,57232,3.42,0.45,27.5,0.075,114,0.24,8622,28.52665,-99.09939,7385,4522,1139.318885,787.0340557,5152000,3558968,40.70000076,"XLINK",2014-06-01
"4228333865",85321,40126,3.42,0.45,27.5,0.075,114,0.24,8625,28.52658,-99.09944,6663,4077,1380.426784,1016.454256,5628000,4144084,48.09999847,"XLINK",2014-06-01
"4212735488",84506.5,32002.5,4.38,0.81,28.2,0.093,135,0.2,7633,28.25972,-99.7864,5988,3382,737.4334713,737.9908338,2494000,2495885,61.40000153,"XLINK",2014-06-01
"4212734289",333019.5,117537,4.28,0.63,26.4,0.093,174,0.22,6414,28.23259,-99.96147,3410,8924,1201.255043,811.515688,10720000,7241966,52.79999924,"XLINK",2014-05-01
"4212734655",280343.5,103195,4.26,0.62,26.5,0.092,175,0.22,6400,28.23258,-99.96277,4878,9073,1187.038466,802.2553731,10770000,7278863,49.79999924,"XLINK",2014-05-01
"4212735424",135234.5,0,3.16,0.3,27.8,0.071,135,0.26,6755,28.52825,-99.59341,5047,8463,1225.570129,847.628855,10372000,7173483,42,"XLINK",2014-05-01
"4212734333",273417,78606,4.28,0.63,26.4,0.093,174,0.22,6406,28.2327,-99.96147,6225,9101,1183.166685,802.6755302,10768000,7305150,45.79999924,"XLINK",2014-05-01
"4212734644",361650.5,118683,4.26,0.62,26.5,0.092,175,0.22,6395,28.23275,-99.96277,7286,9016,1194.764862,804.8742236,10772000,7256746,50.29999924,"XLINK",2014-05-01
"4212734237",262640,88840,4.28,0.63,26.4,0.093,174,0.22,6450,28.23276,-99.96147,6137,7069,1183.477154,785.0452681,8366000,5549485,46.20000076,"XLINK",2014-05-01
"4212736071",169670,66019.5,3.25,0.35,28.2,0.072,132,0.26,6875,28.49839,-99.56795,6239,7168,1168.805804,743.7014509,8378000,5330852,40.90000153,"XLINK",2014-05-01
"4228334483",80005,0,3.48,0.44,27.5,0.075,109,0.25,8270,28.58643,-99.04019,5066,5769,1175.59369,827.1710868,6782000,4771950,39.5,"XLINK",2014-05-01
"4212735505",138150,68458.5,4.36,0.62,25.4,0.094,189,0.22,6071,28.27211,-99.99996,7677,8716,1192.519504,808.5102111,10394000,7046975,48.59999847,"XLINK",2014-05-01
"4212735504",124310,53467.5,4.36,0.62,25.4,0.094,189,0.22,6100,28.27219,-99.99996,7697,8432,1183.349146,837.816888,9978000,7064472,49.09999847,"XLINK",2014-05-01
"4212734288",276101.5,90742.5,4.28,0.63,26.4,0.093,174,0.22,6413,28.23265,-99.96147,6268,6531,1160.312356,721.250957,7578000,4710490,52,"XLINK",2014-05-01
"4225533613",372906.5,148744,2.55,0.18,31.8,0.058,43,0.29,9906,28.99758,-98.00637,6258,6500,1864.615385,1780.211231,12120000,11571373,38,"SLKW",2014-05-01
"4225533447",198295,82584,4.23,0.71,26.3,0.093,101,0.23,10863,28.97826,-97.89546,6337,6480,656.7901235,649.7236111,4256000,4210209,44.5,"XLINK",2014-05-01
"4231135507",131770.5,73713,3.8,0.54,27.6,0.085,136,0.22,10885,28.62867,-98.34398,6617,6753,983.2666963,1058.383829,6640000,7147266,45.56000137,"XLINK",2014-05-01
"4225533639",98698,960,3.75,0.52,25.9,0.083,146,0.27,11040,29.04616,-97.77275,6431,6557,2599.359463,1876.425499,17044000,12303722,41.5,"SLKW",2014-05-01
"4225533503",188299,105237.5,2.59,0.27,32.8,0.059,86,0.25,11342,28.9128,-97.94569,5967,6083,1265.494,951.5212888,7698000,5788104,46.59999847,"XLINK",2014-05-01
"4217733204",570459,309782,2.74,0.2,24.8,0.061,181,0.3,11425,29.30868,-97.37274,6348,6469,2410.573504,2452.710002,15594000,15866581,45.5,"SLKW",2014-05-01
"4217733201",416816,222762,2.74,0.2,24.8,0.061,181,0.3,11405,29.30846,-97.37252,6365,6478,2402.593393,2506.707471,15564000,16238451,45,"SLKW",2014-05-01
"4225533401",276531,146827.5,2.81,0.23,29.9,0.063,124,0.27,10254,29.10045,-97.78171,6146,6248,1916.773367,1168.973431,11976000,7303746,41.79999924,"XLINK",2014-05-01
"4231135508",175627,90312.5,3.8,0.54,27.6,0.085,136,0.22,10917,28.62866,-98.34405,6161,6262,987.5439157,1049.369531,6184000,6571152,44.02999878,"XLINK",2014-05-01
"4225533117",235953,121888.5,3.11,0.32,27.8,0.069,121,0.27,10753,29.11965,-97.71896,6074,6172,1274.69232,1092.10094,7867401,6740447,43,"XLINK",2014-05-01
"4225533450",235417.5,120309.5,4.22,0.71,26.3,0.093,101,0.23,10835,28.97822,-97.89555,5660,5751,638.4976526,645.7009216,3672000,3713426,44.5,"XLINK",2014-05-01
"4225533504",184634,104786.5,2.59,0.27,32.8,0.059,86,0.25,11340,28.91279,-97.9456,6487,6573,1294.386125,1094.709265,8508000,7195524,45.5,"XLINK",2014-05-01
"4225533196",218003.5,115821,3.12,0.32,27.7,0.07,120,0.27,10971,29.12077,-97.71552,5694,5758,1172.478812,961.2919416,6751133,5535119,42.20000076,"XLINK",2014-05-01
"4229735385",247723.5,136440,3.73,0.58,28.5,0.083,168,0.21,11608,28.60907,-98.25968,5086,5137,770.488612,983.1613782,3958000,5050500,49,"XLINK",2014-05-01
"4225533449",154412,63659.5,4.23,0.71,26.3,0.093,101,0.23,10841,28.97824,-97.8955,5635,5689,645.1045878,637.2241167,3670000,3625168,45,"XLINK",2014-05-01
"4229735391",217443,110261.5,3.52,0.54,28.9,0.079,175,0.21,11980,28.59719,-98.24398,6144,6195,655.3672316,601.2745763,4060000,3724896,49,"XLINK",2014-05-01
"4228533758",118300,100246.5,2.48,0.14,24.2,0.056,182,0.33,12312,29.39229,-97.23045,4944,4971,1937.638302,1765.274593,9632000,8775180,53,"XLINK",2014-05-01
"4217733207",169997,119650,2.55,0.18,27.6,0.059,187,0.27,10470,29.42047,-97.33097,6381,6415,1534.21668,1325.37802,9842000,8502300,46,"XLINK",2014-05-01
"4249332765",131274,55646,2.95,0.24,27.8,0.066,66,0.29,8430,28.96217,-98.19132,7895,7932,1311.396873,1377.19289,10402000,10923894,34,"SLKW",2014-05-01
"4229735384",197645,102183,3.73,0.58,28.5,0.083,168,0.21,11611,28.60903,-98.2597,4932,4950,758.7878788,958.9575758,3756000,4746840,49.29999924,"XLINK",2014-05-01
"4217733139",398096,187903,2.86,0.21,26.2,0.064,146,0.28,10468,29.30276,-97.45468,4475,4485,2500.334448,2814.421405,11214000,12622680,43.5,"SLKW",2014-05-01
"4225533448",170925.5,105938,4.23,0.71,26.3,0.093,101,0.23,10880,28.97827,-97.89542,6349,6358,608.3674111,605.1023907,3868000,3847241,44.5,"XLINK",2014-05-01
"4217733208",185649.5,109466,2.55,0.18,27.6,0.059,187,0.27,10299,29.42048,-97.33093,7179,7179,1505.223569,1332.012954,10806000,9562521,46,"XLINK",2014-05-01
"4212333283",3840,960,4.44,0.84,24.5,0.096,160,0.25,12747,28.99003,-97.72532,5535,5532,976.8618944,992.2460231,5404000,5489105,52.79999924,"XLINK",2014-05-01
"4231135605",126735.5,71672,3.65,0.43,28.7,0.08,212,0.2,11605,28.34866,-98.66045,5918,5893,588.4948244,543.7478364,3468000,3204306,58.59999847,"XLINK",2014-05-01
"4228334367",180137,0,4.13,0.69,26.7,0.09,129,0.22,10298,28.35337,-98.89588,6258,6231,794.0940459,743.9260151,4948000,4635403,54.40000153,"XLINK",2014-05-01
"4212333165",130955.5,78460,5,1.02,23.5,0.108,166,0.24,13015,28.98588,-97.70081,3640,3622,959.1385975,1007.914136,3474000,3650665,54.5,"XLINK",2014-05-01
"4212736053",161068,67907,3.25,0.35,28.2,0.072,132,0.26,6876,28.49831,-99.56795,6999,6954,1204.486626,808.8311763,8376000,5624612,41.70000076,"XLINK",2014-05-01
"4231135516",143449,74518.5,3.68,0.44,29.3,0.081,222,0.19,11909,28.34242,-98.64498,5227,5192,634.4375963,591.0312018,3294000,3068634,63.5,"XLINK",2014-05-01
"4225533497",281605.5,119085.5,2.59,0.27,32.8,0.059,86,0.25,11355,28.9128,-97.94579,5248,5212,1104.37452,857.0917114,5756000,4467162,45.59999847,"XLINK",2014-05-01
"4225533582",332714,185929,3.54,0.46,26.3,0.078,135,0.27,11019,29.09148,-97.70518,4674,4640,2493.534483,1946.337069,11570000,9031004,42,"SLKW",2014-05-01
"4217733206",116846.5,71298,2.55,0.18,27.6,0.059,187,0.27,10404,29.42046,-97.33102,7078,7019,1546.374127,1341.423137,10854000,9415449,46,"XLINK",2014-05-01
"4225533507",226911,112317,4.79,0.93,23.5,0.103,248,0.24,13353,28.89177,-97.67245,2945,2920,2481.506849,1913.946918,7246000,5588725,60.70000076,"XLINK",2014-05-01
"4229735380",173136,100961,3.73,0.58,28.5,0.083,168,0.21,11635,28.60899,-98.25972,5418,5370,648.7895717,531.6715084,3484000,2855076,49,"XLINK",2014-05-01
"4229735326",207902.5,114456.5,3.39,0.44,28.1,0.076,195,0.24,12898,28.54349,-98.18373,5188,5131,818.1641006,963.4589749,4198000,4943508,61,"XLINK",2014-05-01
"4217733209",152388.5,96386,2.55,0.18,27.7,0.059,187,0.27,10443,29.42049,-97.33088,6877,6801,1544.772828,1356.589178,10506000,9226163,46,"XLINK",2014-05-01
"4201334752",131058,62019.5,3.26,0.33,26.9,0.072,79,0.28,8573,28.76347,-98.56002,7798,7698,1165.95999,1202.830475,8975560,9259389,36.09999847,"XLINK",2014-05-01
"4225533714",459401,193558,3.45,0.41,27.3,0.076,132,0.27,10624,29.08446,-97.74514,4942,4872,2873.563218,2141.5039,1.4e+07,10433407,40.20000076,"SLKW",2014-05-01
"4217733203",398377.5,222259,2.74,0.2,24.8,0.061,181,0.3,11006,29.3086,-97.37267,4097,4037,2465.196928,2412.250929,9952000,9738257,44.70000076,"SLKW",2014-05-01
"4201334823",124146.5,55357.5,3.58,0.39,28.7,0.081,109,0.19,10820,28.76342,-98.15202,5703,5617,1306.391312,1008.882322,7338000,5666892,43.5,"XLINK",2014-05-01
"4212736072",117168.5,48517,3.25,0.35,28.2,0.072,132,0.26,6870,28.49848,-99.56795,7399,7280,1204.945055,801.1285714,8772000,5832216,40.40000153,"XLINK",2014-05-01
"4231135908",49709.5,960,3.11,0.24,27.8,0.069,120,0.27,9541,28.56779,-98.70372,4689,4612,1843.018213,1438.726149,8500000,6635405,44,"SLKW",2014-05-01
"4212333164",238298,133194,5,1.02,23.5,0.108,166,0.24,13012,28.98588,-97.70072,3574,3513,988.8983775,1006.785653,3474000,3536838,54.40000153,"XLINK",2014-05-01
"4201334822",113247.5,52252,3.58,0.39,28.7,0.081,109,0.19,10840,28.76336,-98.15209,5898,5790,1347.841105,987.6165803,7804000,5718300,43.86000061,"XLINK",2014-05-01
"4228334526",182875,70986.5,3.29,0.4,28.2,0.072,111,0.25,8511,28.57812,-98.96221,6691,6567,1554.134308,1254.12243,10206000,8235822,39.70000076,"XLINK",2014-05-01
"4201334885",189122.5,86864.5,3.03,0.24,28,0.068,98,0.28,8774,28.68268,-98.67817,8922,8756,1424.166286,1321.040087,12470000,11567027,35.59999847,"GEL",2014-05-01
"4228334366",183911,89927,4.13,0.69,26.7,0.09,129,0.22,10314,28.35337,-98.89597,6307,6181,864.9085908,704.9669956,5346000,4357401,55.79999924,"XLINK",2014-05-01
"4216333737",142071.5,67813.5,3.16,0.31,28.6,0.071,103,0.24,8192,28.65992,-98.83827,7378,7216,1983.370288,1315.497506,14312000,9492630,40,"XLINK",2014-05-01
"4214933324",114637.5,52958.5,2.22,0.15,24.2,0.052,108,0.33,9558,29.69656,-97.14995,5727,5601,1016.247099,658.3808249,5692000,3687591,34,"XLINK",2014-05-01
"4225533272",256252,134241.5,4.1,0.66,26.6,0.09,139,0.23,11908,28.96212,-97.83083,6205,6061,784.6889952,1109.143706,4756000,6722520,48.88999939,"XLINK",2014-05-01
"4201334753",116215.5,50350.5,3.26,0.33,26.9,0.072,79,0.28,8557,28.76346,-98.55996,8251,8040,1159.320896,1183.085199,9320940,9512005,36.20000076,"XLINK",2014-05-01
"4231135883",140028,77946,2.98,0.26,29,0.067,109,0.26,8741,28.61292,-98.78791,4951,4824,2466.832504,1833.227612,11900000,8843490,36,"SLKW",2014-05-01
"4231135497",156158,83735.5,2.66,0.19,29.8,0.06,133,0.26,10429,28.54867,-98.52429,4682,4561,1334.356501,1951.114668,6086000,8899034,43.20000076,"XLINK",2014-05-01
"4214933351",104986.5,69451.5,2.15,0.09,21.4,0.05,132,0.38,11262,29.62978,-97.10585,6729,6550,942.9007634,690.3864122,6176000,4522031,43,"XLINK",2014-05-01
"4249332762",149690,72182.5,3.33,0.34,27.2,0.074,71,0.28,9316,28.91731,-98.2025,6829,6641,1245.595543,1276.671284,8272000,8478374,38,"SLKW",2014-05-01
"4212333166",255306.5,161873,5,1.02,23.5,0.108,166,0.24,13031,28.98587,-97.7009,3603,3496,994.8512586,992.1001144,3478000,3468382,54.40000153,"XLINK",2014-05-01
"4228334630",107610.5,35603,3.32,0.41,28.7,0.074,118,0.22,9026,28.5253,-98.92245,6472,6276,2190.56724,1694.050351,13748000,10631860,39.70000076,"XLINK",2014-05-01
"4228334528",162693,60730.5,3.29,0.4,28.2,0.072,111,0.25,8510,28.57809,-98.96225,6863,6652,1592.90439,1290.117258,10596000,8581860,40.09999847,"XLINK",2014-05-01
"4201334859",114948,52707,3.15,0.3,27.8,0.07,76,0.28,8248,28.78417,-98.55431,7519,7287,1178.711129,1221.547139,8589268,8901414,35.40000153,"XLINK",2014-05-01
"4212734658",289170,93109,4.26,0.62,26.5,0.092,175,0.22,6415,28.23269,-99.96277,7520,7286,1202.85479,803.2058743,8764000,5852158,48.79999924,"XLINK",2014-05-01
"4228533747",143049,74680.5,2.4,0.14,22.4,0.055,137,0.35,10405,29.59919,-97.16215,4465,4320,1763.888889,1459.678935,7620000,6305813,41,"XLINK",2014-05-01
"4231135724",92921,960,3.32,0.28,26.9,0.073,115,0.27,9263,28.58866,-98.72035,6723,6499,1812.586552,1669.540391,11780000,10850343,37,"SLKW",2014-05-01
"4231135517",122887.5,70899.5,3.68,0.44,29.3,0.081,222,0.19,11970,28.34242,-98.64494,5314,5135,641.4800389,597.1727361,3294000,3066482,63,"XLINK",2014-05-01
"4249332772",115822,37430,2.85,0.22,28.9,0.064,70,0.28,9263,28.96382,-98.09003,6545,6321,2179.718399,1910.584876,13778000,12076807,36.90000153,"XLINK",2014-05-01
"4229735324",183794.5,112228,3.39,0.44,28.1,0.076,194,0.24,12874,28.54352,-98.18354,5520,5331,506.0964172,881.8323016,2698000,4701048,60.70000076,"XLINK",2014-05-01
"4228334614",62869,1950,3.1,0.33,29.5,0.068,126,0.24,9291,28.5007,-98.86294,6044,5836,1954.420836,1445.200308,11406000,8434189,40,"SLKW",2014-05-01
"4212735502",174509.5,60666,4.36,0.62,25.4,0.094,189,0.22,6104,28.27227,-99.99996,7718,7447,1177.118303,874.1753726,8766000,6509984,47,"XLINK",2014-05-01
"4231135878",184538,82430,2.98,0.26,29,0.067,109,0.26,8750,28.61291,-98.7878,4745,4577,2464.933362,2016.802054,11282000,9230903,36,"SLKW",2014-05-01
"4201334824",104967,54720.5,3.58,0.39,28.7,0.081,109,0.19,10835,28.76347,-98.15195,5390,5191,1403.583125,1071.505683,7286000,5562186,43.59999847,"XLINK",2014-05-01
