"API","BOE_Prod_2yr","BOE_Prod_6mon","TOC","Permeability...d.","Brittleness","Porosity","Thickness","Vclay","TVD","Surf.Lat","Surf.Lon","Lateral..ft.","GPI","Proppant.per.GPI..lb.ft.","Fluid.per.GPI..gal.ft.","Total.Proppant.Volume","Total.Fluid","API.Gravity","Fluid.Type","On.Stream"
"4225534125",100664,61119,2.5,0.26,34.5,0.058,40,0.26,10696,28.94684,-97.95289,5367,4303,1277.713223,889.5840112,5498000,3827880,41.40000153,"XLINK",2015-01-01
"4216333890",56281,26849,2.61,0.22,29.8,0.06,97,0.27,7731,28.76963,-98.83596,6873,5487,1853.471843,1283.575724,10170000,7042980,31.5,"XLINK",2015-01-01
"4212735988",202965.5,82119,3.26,0.48,29.5,0.072,98,0.22,8217,28.33646,-99.45705,7132,5667,742.1916358,1640.718722,4206000,9297953,55,"SLKW",2015-01-01
"4212736276",204653.5,56333,4.29,0.76,27.6,0.091,121,0.19,7791,28.30071,-99.71481,5628,4440,712.6126126,1526.283784,3164000,6776700,54.59999847,"SLKW",2015-01-01
"4212736278",208064.5,59560.5,4.29,0.76,27.6,0.091,121,0.19,7785,28.30063,-99.71481,5611,4403,719.5094254,1495.230525,3168000,6583500,55.5,"SLKW",2015-01-01
"4212736277",204963.5,63484.5,4.29,0.76,27.6,0.091,121,0.19,7783,28.30067,-99.71481,5495,4292,739.9813607,1579.971109,3176000,6781236,54.59999847,"SLKW",2015-01-01
"4212736275",200730.5,59238,4.29,0.76,27.6,0.091,121,0.19,7788,28.30075,-99.71481,5711,4456,758.9766607,1589.637792,3382000,7083426,54.59999847,"SLKW",2015-01-01
"4212736384",117511,50732,3.47,0.46,27.9,0.077,127,0.24,7187,28.49798,-99.51424,6501,4977,1191.480812,835.8535262,5930000,4160043,39.59999847,"XLINK",2015-01-01
"4212736226",175427.5,70752,4.29,0.76,27.6,0.092,120,0.19,7725,28.3038,-99.70855,4667,3540,716.3841808,1531.161017,2536000,5420310,53.70000076,"SLKW",2015-01-01
"4247942932",223221,117077,3.93,0.61,29.4,0.085,127,0.19,7392,28.03228,-99.93464,7228,5428,2567.79661,1567.270081,13938000,8507142,64.30000305,"XLINK",2015-01-01
"4228334978",34617,960,3.73,0.61,27.2,0.082,124,0.22,9083,28.46772,-99.01053,6526,4722,2335.874629,2201.188479,11030000,10394012,41,"SLKW",2015-01-01
"4212736317",102998,33542.5,3.68,0.53,26.4,0.082,118,0.25,7568,28.48555,-99.41043,7576,5394,1241.008528,803.2651094,6694000,4332812,44,"XLINK",2015-01-01
"4212736319",135500,60411,3.68,0.53,26.4,0.082,118,0.25,7566,28.48556,-99.41071,7691,5384,1173.105498,817.6110698,6316000,4402018,44,"XLINK",2015-01-01
"4212736614",58490.5,32206.5,4.3,0.74,27.1,0.094,130,0.19,6880,28.38309,-99.69795,4875,3277,1207.201709,818.4052487,3956000,2681914,47.09999847,"GEL",2015-01-01
"4212736386",117228,56286,3.47,0.46,27.9,0.077,127,0.24,7187,28.49786,-99.51437,7514,4981,1197.34993,767.9753062,5964000,3825285,42.5,"XLINK",2015-01-01
"4212736273",78562,51274,3.51,0.42,28.1,0.078,206,0.23,5168,28.51599,-100.03142,6345,4141,1526.201401,2315.436368,6320000,9588222,39,"SLKW",2015-01-01
"4212736615",90117.5,43695.5,4.3,0.74,27.1,0.094,130,0.19,6886,28.38314,-99.69787,5126,3341,1111.044597,836.0323257,3712000,2793184,46.20000076,"GEL",2015-01-01
"4212736616",76641,31740,4.3,0.74,27.1,0.094,130,0.19,6872,28.38319,-99.6978,5060,3296,1213.592233,692.904733,4e+06,2283814,48.09999847,"XLINK",2015-01-01
"4212736530",79664,41721.5,4.34,0.75,27,0.094,132,0.19,6899,28.38085,-99.70238,5227,3364,1126.040428,759.8641498,3788000,2556183,48,"XLINK",2015-01-01
"4212736388",133575.5,57446,3.47,0.46,27.9,0.077,127,0.24,7178,28.49774,-99.5145,8163,4963,1201.289543,735.2389684,5962000,3648991,41.29999924,"XLINK",2015-01-01
"4228334690",83855,25751,3.29,0.4,27.5,0.073,111,0.26,8161,28.55735,-99.17981,10924,6618,77.69492294,72.6781505,514185,480984,40,"XLINK",2015-01-01
"4204132294",191091,94857.5,2.15,0.03,16.4,0.049,603,0.48,10754,30.64902,-96.2019,9215,5536,4129.696532,3571.873555,22862000,19773892,48.70000076,"XLINK",2015-01-01
"4212736385",97487.5,36861,3.47,0.46,27.9,0.077,127,0.24,7188,28.49792,-99.5143,8434,4970,1204.024145,819.3054326,5984000,4071948,39.09999847,"XLINK",2015-01-01
"4212736049",112481,51479,4.06,0.69,27.4,0.089,128,0.2,6848,28.38825,-99.67526,9262,4937,1167.510634,728.9916954,5764000,3599032,46.59999847,"XLINK",2015-01-01
"4212736318",140903,50844.5,3.68,0.53,26.4,0.082,118,0.25,7574,28.48556,-99.41061,10827,5458,1153.902528,802.6758886,6298000,4381005,43,"XLINK",2015-01-01
"4228335109",40977.5,0,3.51,0.44,27.2,0.076,109,0.27,8170,28.59903,-99.02408,12989,6138,1128.38058,788.5563702,6926000,4840159,32,"XLINK",2015-01-01
"4212736051",82161.5,39469,4.06,0.69,27.4,0.089,128,0.2,6841,28.38832,-99.67515,9128,3475,1155.683453,687.2115108,4016000,2388060,44.59999847,"XLINK",2015-01-01
"4212736035",65468,34107.5,4.06,0.69,27.4,0.089,128,0.2,6834,28.3884,-99.67504,8981,2413,1163.696643,712.4645669,2808000,1719177,46.59999847,"XLINK",2015-01-01
"4228334691",106742.5,46973,3.29,0.4,27.5,0.073,111,0.26,8130,28.55742,-99.17977,4227,6365,1146.582875,697.8166536,7298000,4441603,39,"XLINK",2014-12-01
"4212736174",190880.5,51168,3.83,0.44,27,0.083,187,0.23,6005,28.21528,-100.04708,5240,7761,1181.806468,745.3726324,9172000,5784837,47.5,"XLINK",2014-12-01
"4212736187",200632,68774,3.83,0.44,27,0.083,187,0.23,5986,28.21539,-100.04733,5250,7743,1184.812088,728.3918378,9174000,5639938,53,"XLINK",2014-12-01
"4228334722",112897,41109.5,3.35,0.41,27.3,0.075,112,0.26,8217,28.55068,-99.18256,4945,7233,1213.327803,814.0023503,8776000,5887679,40,"XLINK",2014-12-01
"4212736195",152035,60704,3.83,0.44,27,0.083,187,0.23,5989,28.21535,-100.04725,6154,7688,1194.328824,758.2206035,9182000,5829200,50,"XLINK",2014-12-01
"4212736063",131245,42067.5,4.15,0.71,27.3,0.091,128,0.19,6882,28.38624,-99.68413,5969,7236,1210.889994,882.9577114,8762000,6389082,47.09999847,"XLINK",2014-12-01
"4225533966",159333,72339,3.42,0.37,26.2,0.076,122,0.28,10551,29.1444,-97.68156,4445,5083,2242.376549,1873.565217,11398000,9523332,41,"SLKW",2014-12-01
"4231135963",97629.5,51555.5,2.73,0.15,29.6,0.061,108,0.28,9605,28.63064,-98.5889,5696,6475,1169.420849,827.5510425,7572000,5358393,35.59999847,"XLINK",2014-12-01
"4212736204",104152,40536.5,3.83,0.44,27,0.083,187,0.23,5996,28.21532,-100.04716,6000,6762,1175.391896,725.6336883,7948000,4906735,49,"XLINK",2014-12-01
"4231135975",117132.5,62268.5,2.63,0.14,30.2,0.06,107,0.28,9618,28.63682,-98.57098,5766,6497,1228.259197,887.2981376,7980000,5764776,37.90000153,"XLINK",2014-12-01
"4231135964",117779,64042.5,2.73,0.16,29.6,0.061,108,0.28,9603,28.63136,-98.58918,5674,6389,1486.617624,1015.756769,9498000,6489670,36.09999847,"XLINK",2014-12-01
"4212735983",178843.5,68100,4.15,0.71,27.3,0.091,128,0.19,6877,28.38629,-99.68405,6533,7198,1164.490136,696.764379,8382000,5015310,47.09999847,"XLINK",2014-12-01
"4212736323",118221,43040,3.64,0.53,26.5,0.081,119,0.25,7569,28.48517,-99.41912,4892,5386,1246.193836,778.9513554,6712000,4195432,42.70000076,"XLINK",2014-12-01
"4231135962",112085,56776.5,2.73,0.16,29.6,0.061,108,0.28,9608,28.63149,-98.58929,5892,6478,1172.275394,811.7511578,7594000,5258524,36.20000076,"XLINK",2014-12-01
"4212736322",135055,54849.5,3.64,0.53,26.5,0.081,119,0.25,7573,28.48517,-99.41903,4872,5340,1192.883895,780.9588015,6370000,4170320,39.59999847,"XLINK",2014-12-01
"4212736324",116388.5,46088.5,3.64,0.53,26.5,0.081,119,0.25,7565,28.48517,-99.41921,4943,5352,1210.014948,797.7348655,6476000,4269477,43.5,"XLINK",2014-12-01
"4225533777",169414.5,75885.5,2.65,0.18,30.2,0.06,115,0.28,10171,29.1165,-97.75841,4785,5114,1965.193586,2015.706296,10050000,10308322,41,"SLKW",2014-12-01
"4212735623",117145,46241,3.91,0.47,26.8,0.085,189,0.23,5957,28.22517,-100.0504,7399,7901,1189.216555,1039.580686,9396000,8213727,49.90000153,"GEL",2014-12-01
"4231135971",128849.5,73425,2.73,0.16,29.6,0.061,108,0.28,9598,28.63156,-98.58935,6121,6430,1173.561431,827.5303266,7546000,5321020,35.59999847,"XLINK",2014-12-01
"4228334641",98687.5,40406.5,3.59,0.52,27.7,0.079,114,0.23,8695,28.52937,-99.05424,4560,4771,1176.273318,872.504716,5612000,4162720,41,"XLINK",2014-12-01
"4212736320",108373.5,40881,3.64,0.53,26.5,0.081,119,0.25,7571,28.48517,-99.41893,5047,5272,1208.270106,775.4410091,6370000,4088125,43.20000076,"XLINK",2014-12-01
"4212736179",175624,65987,3.5,0.5,27.9,0.078,125,0.24,7431,28.49075,-99.47029,5928,6168,1162.451362,663.1883917,7170000,4090546,41,"XLINK",2014-12-01
"4212736038",154004.5,58080,4.15,0.71,27.3,0.091,128,0.19,6873,28.38634,-99.68397,6889,7153,1157.55627,690.7078149,8280000,4940633,46.79999924,"XLINK",2014-12-01
"4225533551",241508,99721.5,3.79,0.46,25.6,0.084,148,0.27,10638,29.03253,-97.82179,5796,6004,627.248501,601.4087275,3766000,3610858,44,"XLINK",2014-12-01
"4225533845",176954,78966,2.74,0.21,29.8,0.062,118,0.28,10210,29.11291,-97.76051,4830,4981,2226.059024,1904.875929,11088000,9488187,40.09999847,"SLKW",2014-12-01
"4217733141",214946,126035,3.47,0.35,26.1,0.078,146,0.25,10571,29.22807,-97.54208,5312,5439,2280.566281,2055.628976,12404000,11180566,43,"SLKW",2014-12-01
"4225533932",194417,88276.5,3.58,0.52,28.6,0.08,160,0.21,12466,28.77148,-97.96149,6923,7085,1190.966831,686.363585,8438000,4862886,62.5,"XLINK",2014-12-01
"4225533891",182022.5,79196,2.73,0.2,29.9,0.062,118,0.28,10205,29.11062,-97.7663,5462,5580,2028.315412,1697.661828,11318000,9472953,40,"SLKW",2014-12-01
"4212333253",475294.5,284323.5,3.64,0.44,22.5,0.08,181,0.25,12588,29.239,-97.38479,6399,6537,2737.95319,1186.838917,17898000,7758366,52.79999924,"XLINK",2014-12-01
"4225533931",232131,99634.5,3.58,0.52,28.6,0.08,160,0.21,12462,28.77151,-97.9614,7054,7187,1224.711284,764.6489495,8802000,5495532,65.80000305,"XLINK",2014-12-01
"4212333248",480511,260193,3.64,0.44,22.5,0.08,181,0.25,12627,29.23906,-97.38473,6634,6757,268.166346,1142.442504,1812000,7719484,51.29999924,"XLINK",2014-12-01
"4217733324",112374.5,64617.5,3.28,0.29,21.2,0.074,193,0.3,11740,29.34549,-97.31038,5794,5895,810.178117,737.3262087,4776000,4346538,49.09999847,"XLINK",2014-12-01
"4217733449",168445,80046.5,2.66,0.16,26.1,0.061,139,0.3,9216,29.38397,-97.42846,6622,6737,1595.665727,1203.485825,10750000,8107884,37.29999924,"SLKW",2014-12-01
"4212736321",137096.5,52968,3.64,0.53,26.5,0.081,119,0.25,7573,28.48516,-99.41884,5290,5381,1197.546924,833.9808586,6444000,4487651,43.79999924,"SLKW",2014-12-01
"4212333252",411183.5,270571,3.64,0.44,22.5,0.08,181,0.25,12583,29.23893,-97.38486,4018,4087,1090.286274,1179.415708,4456000,4820272,51.29999924,"XLINK",2014-12-01
"4217733440",304275.5,145170.5,3.47,0.35,26.1,0.078,146,0.25,10561,29.2281,-97.54198,5422,5511,2024.677917,1883.427327,11158000,10379568,44,"SLKW",2014-12-01
"4217733332",260525,122888,3.28,0.29,21.2,0.074,193,0.3,11625,29.34572,-97.31065,7410,7511,804.6864599,729.528425,6044000,5479488,49.68999863,"XLINK",2014-12-01
"4217733331",219444,119272.5,3.28,0.29,21.2,0.074,193,0.3,11718,29.34566,-97.31059,7201,7288,782.3819978,750.8479693,5702000,5472180,49.68999863,"XLINK",2014-12-01
"4201334988",208424,92852.5,3.91,0.57,28.1,0.087,143,0.21,11021,28.67762,-98.268,6995,7078,714.3260808,975.0135632,5056000,6901146,44.20000076,"XLINK",2014-12-01
"4201334989",195094,98556,3.91,0.57,28.1,0.087,143,0.21,11023,28.67769,-98.26805,7104,7173,844.8347972,741.5023003,6060000,5318796,47.09999847,"XLINK",2014-12-01
"4225533847",175768.5,81987.5,2.75,0.21,29.8,0.062,118,0.28,10237,29.11121,-97.76201,5033,5081,2055.107262,2130.975399,10442000,10827486,41,"SLKW",2014-12-01
"4225533580",301171.5,137279.5,3.79,0.46,25.6,0.084,148,0.27,10676,29.03253,-97.82175,5722,5772,637.9071379,644.0665281,3682000,3717552,45,"XLINK",2014-12-01
"4212736205",201622,73593.5,3.85,0.45,26.9,0.084,187,0.23,6000,28.21639,-100.04666,7789,7856,1170.824847,651.8266293,9198000,5120750,50.5,"XLINK",2014-12-01
"4201334809",326470,155638.5,3.38,0.35,28.1,0.076,81,0.26,10033,28.85088,-98.18283,6951,7001,2412.226825,2122.235538,16888000,14857771,42.29999924,"SLKW",2014-12-01
"4225533890",187459.5,78092.5,2.73,0.2,29.9,0.062,118,0.28,10175,29.11058,-97.7662,5380,5416,2323.485968,2755.593242,12584000,14924293,39,"SLKW",2014-12-01
"4217733326",139147.5,63627,3.28,0.29,21.2,0.074,193,0.3,11747,29.34555,-97.31045,5591,5626,916.1038038,791.7589762,5154000,4454436,49.20000076,"XLINK",2014-12-01
"4212333443",547856,292326,4.11,0.62,22.7,0.09,174,0.24,12622,29.17642,-97.453,5790,5813,1113.366592,1306.132634,6472000,7592549,52.5,"XLINK",2014-12-01
"4201334923",94265,41788,2.99,0.27,28.4,0.067,76,0.28,8426,28.79128,-98.52544,7194,7203,1267.244204,1195.932945,9127960,8614305,34,"XLINK",2014-12-01
"4217733323",120180.5,65351.5,3.28,0.29,21.2,0.074,193,0.3,11739,29.34543,-97.31031,5999,6006,900.4329004,771.6153846,5408000,4634322,48.99000168,"XLINK",2014-12-01
"4212333449",409080.5,220469,4.17,0.64,22.7,0.091,176,0.24,12657,29.17772,-97.44848,5777,5778,827.9681551,1308.612842,4784000,7561165,53.20000076,"XLINK",2014-12-01
"4249332784",69829,29663.5,3.12,0.27,26.9,0.07,70,0.29,8672,28.96407,-98.16724,7491,7492,1425.253604,1641.131874,10678000,12295360,29,"SLKW",2014-12-01
"4249332783",105162.5,36665,3.12,0.27,26.9,0.07,70,0.29,8679,28.96402,-98.16734,7530,7525,1422.192691,1661.2699,10702000,12501056,34,"SLKW",2014-12-01
"4212333446",37046,5106.5,4.11,0.62,22.7,0.09,174,0.24,12654,29.17646,-97.45289,5757,5747,1073.951627,1196.230729,6172000,6874738,52.59999847,"XLINK",2014-12-01
"4201334810",317069.5,144602.5,3.38,0.35,28.1,0.076,81,0.26,10023,28.85096,-98.1829,7056,7043,2321.737896,2159.614511,16352000,15210165,42.09999847,"SLKW",2014-12-01
"4225533552",260831,118514.5,3.79,0.46,25.6,0.084,148,0.27,10690,29.03253,-97.8217,4105,4095,660.8058608,634.2503053,2706000,2597255,43.5,"XLINK",2014-12-01
"4212736509",170280,74713.5,3.68,0.6,30.7,0.08,126,0.18,9029,28.25253,-99.45229,8387,8364,1761.119082,1125.541368,14730000,9414028,56.29999924,"XLINK",2014-12-01
"4212333450",388728.5,191924.5,4.17,0.65,22.7,0.091,176,0.24,12666,29.17773,-97.44843,5669,5653,802.4058022,1205.032903,4536000,6812051,53,"XLINK",2014-12-01
"4225534001",62625,17150.5,2.69,0.23,31.2,0.062,126,0.24,11618,28.84784,-97.99459,6564,6541,868.6745146,838.9020028,5682000,5487258,49.59999847,"XLINK",2014-12-01
"4217733330",196827,125097,3.28,0.29,21.2,0.074,193,0.3,11736,29.34561,-97.31052,6931,6895,880.0580131,767.6040609,6068000,5292630,49.68999863,"XLINK",2014-12-01
"4212333628",328631.5,119222,4.06,0.69,25.2,0.088,157,0.26,12348,28.99756,-97.73941,4501,4477,1422.827786,804.3270047,6370000,3600972,52.90000153,"XLINK",2014-12-01
"4217733410",195789.5,88368.5,2.98,0.24,25.4,0.067,153,0.27,10580,29.3208,-97.43289,4611,4586,2482.773659,1735.497383,11386000,7958991,45,"SLKW",2014-12-01
"4228533870",97756.5,49616.5,2.33,0.1,22.5,0.053,152,0.35,10979,29.55033,-97.18724,4430,4401,1641.899568,965.0320382,7226000,4247106,42,"XLINK",2014-12-01
"4217733448",210348,74925.5,2.66,0.16,26.1,0.061,139,0.3,9217,29.38392,-97.42853,6775,6726,1610.764199,1198.211418,10834000,8059170,38.09999847,"SLKW",2014-12-01
"4217732973",196487.5,114098,3.02,0.24,24.5,0.068,163,0.28,10562,29.34033,-97.4066,4627,4590,1911.546841,1461.805447,8774000,6709687,43,"SLKW",2014-12-01
"4228334885",180577.5,0,3.12,0.33,28.1,0.069,122,0.27,8132,28.42341,-99.26052,9388,9304,1934.22184,1305.268272,17996000,12144216,46.20000076,"XLINK",2014-12-01
"4201334922",104360,45940,2.99,0.27,28.4,0.067,76,0.28,8415,28.79122,-98.52544,8162,8084,1276.144236,1223.161925,10316350,9888041,34.29999924,"XLINK",2014-12-01
"4247942691",161381.5,60650,4.03,0.54,26.9,0.088,169,0.22,6439,28.19023,-99.97413,7102,7030,1886.486486,1117.134282,13262000,7853454,53.59999847,"XLINK",2014-12-01
"4212333245",352733.5,180038.5,4.09,0.61,23.1,0.089,209,0.26,13348,29.00473,-97.59457,5392,5332,1289.947487,837.4052888,6878000,4465045,58.70000076,"XLINK",2014-12-01
"4228533818",106332,56690,2.46,0.13,23.6,0.056,165,0.34,11733,29.48476,-97.20028,5990,5922,1648.429585,1597.766295,9762000,9461972,47,"XLINK",2014-12-01
"4229735490",222251.5,70277.5,3.76,0.56,27.5,0.085,158,0.22,12207,28.70283,-98.04582,5927,5859,1554.53149,957.1469534,9108000,5607924,64.30000305,"XLINK",2014-12-01
"4228334542",79211.5,27258,3.55,0.51,27.8,0.078,114,0.24,8679,28.53306,-99.04573,5058,4989,1207.857286,876.0601323,6026000,4370664,36.59999847,"XLINK",2014-12-01
"4225533981",223346.5,134031.5,3.17,0.4,30.5,0.071,110,0.23,11884,28.89627,-97.91275,6677,6576,1220.194647,1175.750912,8024000,7731738,48.61999893,"XLINK",2014-12-01
"4228334103",129204.5,62835.5,3.95,0.66,26.7,0.087,132,0.22,9773,28.40677,-99.00339,5597,5508,1126.361656,837.236565,6204000,4611499,48.79999924,"XLINK",2014-12-01
"4228333130",97754.5,65116,3.95,0.66,26.7,0.087,132,0.22,9778,28.40677,-99.00348,5575,5486,1185.563252,900.4369304,6504000,4939797,49.20000076,"XLINK",2014-12-01
"4228334105",150680,62677,3.95,0.65,26.7,0.087,132,0.22,9783,28.40677,-99.0032,5619,5518,1206.959043,873.8941646,6660000,4822148,44.70000076,"XLINK",2014-12-01
"4212333448",457265.5,268026.5,4.17,0.64,22.7,0.091,176,0.24,12643,29.17771,-97.44852,5872,5766,785.2930975,1201.204301,4528000,6926144,53.70000076,"XLINK",2014-12-01
"4229735491",329799,120146,3.76,0.56,27.5,0.085,158,0.22,12222,28.70283,-98.04576,5987,5874,1359.210078,612.9879128,7984000,3600691,64.69999695,"GEL",2014-12-01
"4217732972",259453.5,128404,3.07,0.25,24.3,0.068,164,0.28,10572,29.34179,-97.40458,4498,4404,1985.013624,1620.856948,8742000,7138254,43,"SLKW",2014-12-01
"4212333484",410932,196665.5,4.1,0.61,23.1,0.089,210,0.26,13395,29.00444,-97.59475,5497,5382,1116.313638,782.8130806,6008000,4213100,59.70000076,"XLINK",2014-12-01
"4225533398",508420.5,302680,3.51,0.41,25.6,0.076,152,0.28,11760,29.10594,-97.63972,5669,5550,3513.153153,2996.582703,19498000,16631034,42.5,"SLKW",2014-12-01
"4228334884",218554.5,0,3.12,0.33,28.1,0.069,122,0.27,8122,28.42338,-99.26052,9702,9495,1543.127962,1295.409163,14652000,12299910,47.20000076,"XLINK",2014-12-01
"4228335009",208063.5,106523.5,3.29,0.44,28,0.073,126,0.23,9325,28.45623,-98.93802,6198,6063,1875.309253,1495.448458,11370000,9066904,41,"SLKW",2014-12-01
"4228334104",127043.5,62134,3.95,0.65,26.7,0.087,132,0.22,9777,28.40677,-99.00329,5626,5503,1166.272942,817.0357987,6418000,4496148,44.70000076,"XLINK",2014-12-01
"4217733319",214704,79281,2.66,0.16,26.1,0.061,139,0.3,9248,29.38386,-97.4286,5725,5592,1577.253219,1156.26824,8820000,6465852,37.90000153,"SLKW",2014-12-01
"4228334540",108904,40596,3.55,0.51,27.8,0.078,114,0.24,8676,28.53303,-99.04582,5082,4962,1205.562273,837.0983474,5982000,4153682,38,"XLINK",2014-12-01
"4212333567",528137,291356,5.1,1.06,23.6,0.11,170,0.23,13190,28.98099,-97.6935,5916,5776,786.0110803,849.6232687,4540000,4907424,59.09999847,"XLINK",2014-12-01
"4231135946",231275,138513.5,3.06,0.26,28.2,0.068,106,0.26,8693,28.63371,-98.76667,6732,6566,2356.076759,2618.862016,15470000,17195448,36,"SLKW",2014-12-01
"4225533978",211249,120036.5,3.16,0.4,30.5,0.071,110,0.23,11861,28.89645,-97.91293,6388,6227,1459.129597,1109.489321,9086000,6908790,48.27999878,"XLINK",2014-12-01
"4225533457",112633,46973.5,3.35,0.38,26.8,0.074,138,0.28,9922,29.05818,-97.89125,4233,4126,2211.342705,1879.522298,9124000,7754909,40.29999924,"SLKW",2014-12-01
"4212333566",493679.5,326489.5,5.1,1.06,23.6,0.11,170,0.23,13199,28.98095,-97.69347,5875,5725,775.1965066,869.9276856,4438000,4980336,40,"XLINK",2014-12-01
"4212736511",147786.5,61434,3.68,0.6,30.7,0.08,126,0.18,9050,28.25252,-99.45225,7673,7471,1664.301968,1067.764422,12434000,7977268,56.70000076,"XLINK",2014-12-01
"4212333564",409474,239703.5,5.1,1.06,23.6,0.11,170,0.23,13170,28.98106,-97.69354,5933,5774,633.5296155,856.7485279,3658000,4946866,54.90000153,"XLINK",2014-12-01
"4231136090",231020.5,142740,3.08,0.28,28.8,0.069,136,0.25,9915,28.49464,-98.75267,6603,6416,1899.314214,1829.502338,12186000,11738087,44,"SLKW",2014-12-01
"4228334923",228813.5,139402.5,3.04,0.31,29.4,0.068,123,0.23,9228,28.5295,-98.84613,5980,5810,2112.564544,1573.398623,12274000,9141446,40,"SLKW",2014-12-01
"4225534000",51949.5,16570,2.69,0.23,31.2,0.062,126,0.24,11600,28.84784,-97.99468,6526,6336,852.9040404,802.0899621,5404000,5082042,49.59999847,"XLINK",2014-12-01
"4216333785",218374,98432.5,2.97,0.29,29.5,0.067,108,0.26,8252,28.66738,-98.90396,9624,9343,1701.594777,1138.016483,15898000,10632488,32,"XLINK",2014-12-01
"4228335010",202598,130513,3.29,0.44,28,0.073,126,0.23,9323,28.45625,-98.93791,6368,6179,1917.138696,1414.595727,11846000,8740787,40,"SLKW",2014-12-01
"4212333565",425254,284036,5.1,1.06,23.6,0.11,170,0.23,13242,28.98102,-97.69352,5951,5773,743.4609389,854.6461112,4292000,4933872,40,"XLINK",2014-12-01
"4212333512",419182,240549.5,5.02,1.03,23.8,0.108,168,0.23,13189,28.98735,-97.6873,5719,5547,2052.280512,1805.441139,11384000,10014782,56,"XLINK",2014-12-01
"4216333787",209003,95229.5,2.97,0.29,29.5,0.067,108,0.26,8262,28.66732,-98.90389,9645,9349,1679.537918,1163.870788,15702000,10881028,30.89999962,"XLINK",2014-12-01
"4216333786",203558.5,105048.5,2.97,0.29,29.5,0.067,108,0.26,8258,28.66735,-98.90392,9400,9111,1667.654484,1205.273077,15194000,10981243,30.70000076,"XLINK",2014-12-01
"4204132271",137260,71841,2.63,0.02,16.9,0.057,444,0.44,8549,30.59836,-96.44464,7972,7726,2464.664768,1989.947191,19042000,15374332,41.5,"XLINK",2014-12-01
"4228334939",329971,226484,3.68,0.53,27.1,0.081,126,0.22,9747,28.41804,-98.88669,6109,5919,1899.983105,1612.140226,11246000,9542258,42,"SLKW",2014-12-01
"4212333617",209568.5,92184.5,2.73,0.2,22.5,0.062,192,0.32,12788,29.31154,-97.26125,3799,3678,1100.598151,1040.23192,4048000,3825973,52.79999924,"XLINK",2014-12-01
"4225533980",188750,115944,3.17,0.4,30.5,0.071,110,0.23,11732,28.89633,-97.91281,6513,6296,1461.880559,1180.042567,9204000,7429548,49.63999939,"XLINK",2014-12-01
"4201335104",115103,55696.5,3.26,0.32,26.9,0.072,85,0.28,8710,28.73963,-98.54843,6645,6396,1730.456535,1885.052846,11068000,12056798,35,"SLKW",2014-12-01
"4228533817",146146,86029.5,2.46,0.13,23.6,0.056,165,0.34,11515,29.48472,-97.20026,5666,5446,1653.32354,1570.671869,9004000,8553879,47,"XLINK",2014-12-01
"4225533764",371823,118061,3.9,0.62,25.7,0.085,155,0.27,12148,28.99887,-97.75152,5598,5371,1470.117297,840.1239993,7896000,4512306,53.70000076,"XLINK",2014-12-01
"4212333481",529571.5,232440.5,4.18,0.65,22.7,0.091,176,0.24,12673,29.17776,-97.44834,5875,5632,2838.068182,2309.844638,15984000,13009045,52.20000076,"GEL",2014-12-01
"4204132265",186955.5,87676.5,2.63,0.02,16.9,0.057,444,0.44,8579,30.5984,-96.4446,8077,7741,2508.461439,1925.987728,19418000,14909071,40,"GEL",2014-12-01
"4247942901",390908,146698,4.24,0.72,27.6,0.092,122,0.19,7630,28.02783,-99.91432,10024,9602,2047.281816,1376.516351,19658000,13217310,66.90000153,"XLINK",2014-12-01
"4228335069",151589.5,63670,3.37,0.42,28.6,0.075,119,0.22,9028,28.5218,-98.92954,5397,5164,2096.436871,1641.089659,10826000,8474587,41.40000153,"XLINK",2014-12-01
"4214933365",70429.5,32972.5,2.15,0.09,21.4,0.05,132,0.38,11268,29.6295,-97.10586,6839,6542,996.3313971,531.8535616,6518000,3479386,48,"XLINK",2014-12-01
"4228533869",76818,41363,2.33,0.1,22.5,0.053,152,0.35,11031,29.55041,-97.18726,3047,2906,1664.831383,1004.36201,4838000,2918676,42,"XLINK",2014-12-01
"4225533772",428306,179526.5,3.9,0.62,25.7,0.085,155,0.27,12157,28.99887,-97.75165,5310,5064,1453.396524,856.5365324,7360000,4337501,54,"XLINK",2014-12-01
"4229735488",368181,128366.5,3.76,0.56,27.5,0.085,158,0.22,12239,28.70283,-98.04595,5216,4974,2043.827905,904.5249296,10166000,4499107,65.09999847,"XLINK",2014-12-01
"4212333483",320367.5,162949.5,4.1,0.61,23.1,0.089,210,0.26,13385,29.00451,-97.59471,5440,5182,1231.570822,785.2881127,6382000,4069363,59.70000076,"XLINK",2014-12-01
"4228533857",3912,1032,2.46,0.11,21.9,0.055,160,0.37,12677,29.42707,-97.15271,6179,5883,1380.928098,1330.018188,8124000,7824497,54,"XLINK",2014-12-01
"4201335150",141100,60738.5,2.89,0.24,29.4,0.066,68,0.27,7550,28.82275,-98.58261,7127,6782,1664.995577,1372.787378,11292000,9310244,34.40000153,"XLINK",2014-12-01
"4228334929",174315.5,96256,3.48,0.5,28.4,0.077,126,0.22,9308,28.45647,-98.95687,6234,5924,2046.927752,1961.444294,12126000,11619596,41,"SLKW",2014-12-01
